Label Value,Code,Description
210302 Aboriginal and Torres Strait Islander health status and outcomes,210302,
210303 Aboriginal and Torres Strait Islander health system performance,210303,
210399 Aboriginal and Torres Strait Islander health not elsewhere classified,210399,
2104 Aboriginal and Torres Strait Islander heritage and culture,2104,This group covers R&D directed towards improving understanding and recognition of Aboriginal and Torres Strait Islander culture and heritage.
210401 Aboriginal and Torres Strait Islander artefacts,210401,
210402 Aboriginal and Torres Strait Islander connection to land and environment,210402,
210403 Aboriginal and Torres Strait Islander customary practices,210403,
210404 Aboriginal and Torres Strait Islander knowledge,210404,
210405 Aboriginal and Torres Strait Islander places of significance,210405,
210406 Aboriginal and Torres Strait Islander tradition,210406,
210407 Conserving Aboriginal and Torres Strait Islander heritage and culture,210407,
210499 Aboriginal and Torres Strait Islander heritage and culture not elsewhere classified,210499,
2105 Ngā ratonga hapori Māori (Māori community services),2105,This group covers R&D directed towards the provision and delivery of community and wellbeing services to Māori populations.
210501 Ngā hōtaka ratonga hapori Māori (Māori community service programs),210501,
210502 Te whanaketanga me te oranga o te Māori (Māori development and wellbeing),210502,
210599 Ngā ratonga hapori o te Māori kāore anō kia whakarōpūtia i wāhi kē (Māori community services not elsewhere classified),210599,
2106 Mātauranga Māori (Māori education),2106,"This group covers R&D directed towards improving understanding, provision and delivery of education relating to Māori populations."
210601 Te whai wāhi o te Māori ki te mātauranga me te taetae atu ki te kura (Māori education engagement and attendance outcomes),210601,
210602 Te whakatutukitanga o te pūnaha mātauranga Māori (Māori education system performance),210602,
210603 Ngā putanga reo matatini me te pāngarau o te Māori (Māori literacy and numeracy outcomes),210603,
210699 Te mātauranga Māori kāore kāore anō kia whakarōpūtia i wāhi kē (Māori education not elsewhere classified),210699,
2107 Te hauora (hauora Māori) (Māori health),2107,This group covers R&D directed towards the public health of Māori populations. It includes the study of social and cultural factors affecting the health of Māori populations and the delivery of health services to these communities.
210701 Ngā tokoingoa hauora (determinants of Māori health),210701,
210702 Te tūnga me ngā putanga hauora (Māori health status and outcomes),210702,
210703 Te whakatutukinga o te pūnaha hauora (Māori health system performance),210703,
210799 Te hauora kāore anō kia whakarōpūtia i wāhi kē (Māori health not elsewhere classified),210799,
2108 Te tuku ihotanga me te ahurea Māori (Māori heritage and culture),2108,This group covers R&D directed towards improving understanding and recognition of Māori culture and heritage.
210801 Āhuatanga Māori (te tuku ihotanga Māori) (Māori tradition),210801,
210802 Te whāomoomo i te tuku ihotanga me te ahurea Māori (conserving Māori heritage and culture),210802,
210803 Mōhiotanga Māori (Māori knowledge),210803,
210804 Ngā taonga (Māori artefacts),210804,
210805 Ngā tikanga Māori (Māori customary practices),210805,
210806 Ngā wāhi taonga (Māori places of significance),210806,
210899 Te tuku ihotanga me te ahurea Māori kāore anō kia whakarōpūhia i wāhi kē (Māori heritage and culture not elsewhere classified),210899,
2109 Pacific Peoples community services,2109,This group covers R&D directed towards the provision and delivery of community and wellbeing services to Pacific Peoples.
210901 Pacific Peoples community service programs,210901,
210902 Pacific Peoples development and wellbeing,210902,
210999 Pacific Peoples community services not elsewhere classified,210999,
2110 Pacific Peoples education,2110,"This group covers R&D directed towards improving understanding, provision and delivery of education relating to Pacific Peoples."
211001 Pacific Peoples education engagement and attendance,211001,
211002 Pacific Peoples education system performance,211002,
211003 Pacific Peoples literacy and numeracy outcomes,211003,
211099 Pacific Peoples education not elsewhere classified,211099,
2111 Pacific Peoples health,2111,This group covers R&D directed towards the public health of Pacific Peoples. It includes the study of social and cultural factors affecting the health of Pacific Peoples and the delivery of health services to these communities.
211101 Pacific Peoples determinants of health,211101,
211102 Pacific Peoples health status and outcomes,211102,
211103 Pacific Peoples health system performance,211103,
211199 Pacific Peoples health not elsewhere classified,211199,
2112 Pacific Peoples heritage and culture,2112,This group covers R&D directed towards improving understanding and recognition of Pacific Peoples culture and heritage.
211201 Conserving Pacific Peoples heritage and culture,211201,
211202 Pacific Peoples connection to land and environment,211202,
211299 Pacific Peoples heritage and culture not elsewhere classified,211299,
2199 Other Indigenous,2199,This group covers R&D directed towards Indigenous not elsewhere classified.
219999 Other Indigenous not elsewhere classified,219999,
22 Information and communication services,22,"This division covers R&D directed towards the development, support and provision of information and communication services."
"2201 Communication technologies, systems and services",2201,"This group covers R&D directed towards fixed line, mobile and satellite communication networks and services. It includes videoconference services."
220101 E-infrastructures,220101,
220102 Internet protocols (ip),220102,
220103 Mobile technologies and communications,220103,
220104 Network security,220104,
220105 Network systems and services,220105,
"220106 Satellite technologies, networks and services",220106,
"220107 Wireless technologies, networks and services",220107,
"220199 Communication technologies, systems and services not elsewhere classified",220199,
2202 Environmentally sustainable information and communication services,2202,This group covers R&D directed towards environmentally sustainable ways of managing information and communication service activities by minimising the generation of emissions and wastes and by reducing or optimising the consumption of water and other natural resources.
220201 Management of solid waste from information and communication services,220201,
220202 Management of water consumption by information and communication services,220202,
220299 Environmentally sustainable information and communication services not elsewhere classified,220299,
2203 Information services,2203,This group covers R&D directed towards information services.
220301 Digital humanities,220301,
220302 Electronic information storage and retrieval services,220302,
220303 Library and archival services,220303,
220304 Museum and gallery collections,220304,
220305 News collection services,220305,
220306 Open access,220306,
220399 Information services not elsewhere classified,220399,
"2204 Information systems, technologies and services",2204,This group covers R&D directed towards general purpose computer programming or software services.
220401 Application software packages,220401,
220402 Applied computing,220402,
220403 Artificial intelligence,220403,
220404 Computer systems,220404,
220405 Cybersecurity,220405,
220406 Graphics,220406,
220407 Human-computer interaction,220407,
220408 Information systems,220408,
"220499 Information systems, technologies and services not elsewhere classified",220499,
2205 Media services,2205,This group covers R&D directed towards media services.
"220501 Animation, video games and computer generated imagery services",220501,
"220502 Internet, digital and social media",220502,
220503 Publishing and print services,220503,
"220504 Radio, television, film and video services",220504,
220599 Media services not elsewhere classified,220599,
2299 Other information and communication services,2299,This group covers R&D directed towards the provision of information and communication services not elsewhere classified.
229999 Other information and communication services not elsewhere classified,229999,
"23 Law, politics and community services",23,"This division covers R&D directed towards the understanding and analysis of law and politics, and towards improving and delivering community services."
2301 Community services,2301,"This group covers R&D directed towards providing or delivering community and welfare services to individuals or to defined community groups such as the disabled, aged persons and single parents."
230101 Ability and disability,230101,
230102 Ageing and older people,230102,
230103 Carers' support,230103,
230104 Children's services and childcare,230104,
230105 Citizenship and national identity,230105,
230106 Employment services,230106,
230107 Families and family services,230107,
230108 Gender and sexualities,230108,
230109 Homelessness and housing services,230109,
230110 Migrant and refugee settlement services,230110,
230111 Multicultural services,230111,
230112 Social class and inequalities,230112,
"230113 Structure, delivery and resourcing",230113,
230114 Violence and abuse services,230114,
230115 Youth services,230115,
230199 Community services not elsewhere classified,230199,
2302 Government and politics,2302,This group covers R&D directed towards the understanding and analysis of government and politics.
230201 Civics and citizenship,230201,
230202 Electoral systems,230202,
230203 Political systems,230203,
230204 Public services policy advice and analysis,230204,
230299 Government and politics not elsewhere classified,230299,
2303 International relations,2303,"This group covers R&D directed towards improving international relations. It includes R&D relating to current social, cultural and economic aspects of other nations."
230301 Defence and security policy,230301,
230302 International aid and development,230302,
230303 International organisations,230303,
230304 International political economy (excl. international trade),230304,
230305 Peace and conflict,230305,
230399 International relations not elsewhere classified,230399,
2304 Justice and the law,2304,This group covers R&D directed towards the understanding and analysis of justice and the law.
230401 Civil justice,230401,
230402 Crime prevention,230402,
230403 Criminal justice,230403,
230404 Law enforcement,230404,
230405 Law reform,230405,
230406 Legal processes,230406,
"230407 Legislation, civil and criminal codes",230407,
230408 Rehabilitation and correctional services,230408,
230499 Justice and the law not elsewhere classified,230499,
2305 Work and labour market,2305,This group covers R&D directed towards aspects of work and the labour market.
230501 Employment patterns and change,230501,
230502 Professions and professionalisation,230502,
230503 Remuneration,230503,
230504 Unpaid work and volunteering,230504,
230505 Work and family responsibilities,230505,
230506 Workplace safety,230506,
230599 Work and labour market not elsewhere classified,230599,
"2399 Other law, politics and community services",2399,"This group covers R&D directed towards law, politics and community services not elsewhere classified."
"239999 Other law, politics and community services not elsewhere classified",239999,
24 Manufacturing,24,"This division covers R&D directed towards refining and developing processes or strategies for transforming processed or unprocessed materials or components into new products.
It also includes R&D directed towards environmentally sustainable production of manufactured products and materials."
2401 Agricultural chemicals,2401,This group covers R&D directed towards the manufacture of chemical fertilisers and chemicals for the protection of crops and livestock.
240101 Animal protection chemicals,240101,
240102 Chemical fertilisers,240102,
240103 Crop and pasture protection chemicals,240103,
240199 Agricultural chemicals not elsewhere classified,240199,
2402 Basic metal products,2402,"This group covers R&D directed towards the manufacture of basic metal products, such as cast metal. It includes R&D directed towards smelting, rolling, drawing and extruding."
240201 Basic aluminium products,240201,
240202 Basic copper products,240202,
240203 Basic iron and steel products,240203,
240204 Basic precious metal products,240204,
240205 Basic zinc products,240205,
240299 Basic metal products not elsewhere classified,240299,
"2403 Ceramics, glass and industrial mineral products",2403,"This group covers R&D directed towards the manufacture of ceramics, glass and glass products and industrial mineral products, including clay, cement and concrete products. It includes R&D directed towards the manufacture of plaster and non-metallic mineral products."
240301 Cement products and concrete materials,240301,
240302 Ceramics,240302,
240303 Clay products,240303,
240304 Composite materials,240304,
240305 Plaster and plaster products,240305,
240306 Structural glass and glass products,240306,
"240399 Ceramics, glass and industrial mineral products not elsewhere classified",240399,
"2404 Computer, electronic and communication equipment",2404,"This group covers R&D directed towards the manufacture of computer hardware and electronic equipment, including consumer electronic equipment."
240401 Computer and electronic office equipment (excl. communication equipment),240401,
240402 Consumer electronic equipment (excl. communication equipment),240402,
240403 Integrated circuits and devices,240403,
240404 Integrated systems,240404,
240405 Network infrastructure equipment,240405,
240406 Processor modules,240406,
240407 Robotics,240407,
240408 Satellite navigation equipment,240408,
240409 Telemetry equipment,240409,
240410 Voice and data equipment,240410,
"240499 Computer, electronic and communication equipment not elsewhere classified",240499,
2405 Dairy products,2405,This group covers R&D directed towards products derived from animal milk.
240501 Butter and milk-derived fats and oils (excl. cream),240501,
240502 Casein,240502,
240503 Cheese,240503,
"240504 Processed milk and cream (incl. powder, evaporated and condensed)",240504,
240505 Whey,240505,
240599 Dairy products not elsewhere classified,240599,
2406 Environmentally sustainable manufacturing activities,2406,This group covers R&D directed towards environmentally sustainable production of manufactured materials by minimising the generation of emissions and wastes and by reducing or optimising the consumption of water and other natural resources.
"240601 Development of recyclable or biodegradable componentry, packaging or materials",240601,
240602 Management of gaseous waste from manufacturing activities (excl. greenhouse gases),240602,
240603 Management of liquid waste from manufacturing activities (excl. water),240603,
240604 Management of solid waste from manufacturing activities,240604,
240605 Management of water consumption by manufacturing activities,240605,
240699 Environmentally sustainable manufacturing activities not elsewhere classified,240699,
2407 Fabricated metal products,2407,"This group covers R&D directed towards the manufacture of structural and sheet metal products, castings, machined and semi-finished fabricated metal products."
240701 Coated metal and metal-coated products,240701,
240702 Machined metal products,240702,
240703 Metal castings,240703,
240704 Semi-finished metal products,240704,
240705 Sheet metal products,240705,
240706 Structural metal products,240706,
240799 Fabricated metal products not elsewhere classified,240799,
2408 Human pharmaceutical products,2408,"This group covers R&D directed towards the manufacture of pharmaceutical products used in the prevention, diagnosis and treatment of human diseases."
240801 Human biological preventatives,240801,
240802 Human diagnostics,240802,
240803 Human pharmaceutical treatments,240803,
240899 Human pharmaceutical products not elsewhere classified,240899,
2409 Industrial chemicals and related products,2409,"This group covers R&D directed towards the manufacture of industrial chemicals and related products, including those derived from oil and gas refining."
"240901 Antimicrobials, antifungals and biocides",240901,
240902 Bioplastics,240902,
240903 Cosmetics,240903,
240904 Fine chemicals,240904,
240905 Industrial gases,240905,
240906 Inorganic industrial chemicals,240906,
240907 Lubricants,240907,
"240908 Organic industrial chemicals (excl. resins, rubber and plastics)",240908,
240909 Paints,240909,
240910 Plastics,240910,
240911 Resins,240911,
240912 Rubber,240912,
240913 Soaps,240913,
240999 Industrial chemicals and related products not elsewhere classified,240999,
2410 Instrumentation,2410,This group covers R&D directed towards the manufacture of instruments and instrumentation.
241001 Industrial instruments,241001,
241002 Medical instruments,241002,
241003 Scientific instruments,241003,
241099 Instrumentation not elsewhere classified,241099,
"2411 Leather products, fibre processing and textiles",2411,This group covers R&D directed towards the production of leather and textile products and fibre processing.
241101 Clothing,241101,
241102 Cotton ginning,241102,
"241103 Natural fibres, yarns and fabrics",241103,
241104 Non-fabric textiles (e.g. felt),241104,
"241105 Skins, leather and leather products",241105,
"241106 Synthetic fibres, yarns and fabrics",241106,
241107 Wool scouring and top making,241107,
"241199 Leather products, fibre processing and textiles not elsewhere classified",241199,
2412 Machinery and equipment,2412,This group covers R&D directed towards the manufacture of machinery and equipment. It includes household electrical appliances and whitewares.
241201 3D printers and printing,241201,
241202 Autonomous and robotic systems,241202,
241203 Electrical machinery and equipment (incl. appliances),241203,
241204 Industrial machinery and equipment,241204,
241205 Medical machinery and equipment,241205,
241299 Machinery and equipment not elsewhere classified,241299,
2413 Processed food products and beverages (excl. dairy products),2413,"This group covers R&D directed towards the manufacture of processed food and beverage products. It includes carcass meat, nutraceuticals and functional foods."
241301 Alcoholic beverages,241301,
241302 Bakery products,241302,
241303 Carcass meat (incl. fish and seafood),241303,
241304 Flour mill and cereal food,241304,
241305 Insects,241305,
241306 Non-alcoholic beverages (excl. fruit juices and non-dairy milk),241306,
241307 Non-dairy milk,241307,
241308 Nutraceuticals and functional foods,241308,
241309 Oils and fats (incl. margarines),241309,
241310 Processed fish and seafood products,241310,
241311 Processed fruit and vegetable products (incl. juices),241311,
241312 Processed meat products,241312,
"241313 Sugar, sweeteners and confectionery products",241313,
241399 Processed food products and beverages (excl. dairy products) not elsewhere classified,241399,
"2414 Processed non-food agriculture products (excl. wood, paper and fibre)",2414,"This group covers R&D directed towards the processing of agricultural products not intended for human consumption, other than wood, paper and fibre products."
241401 Essential oils,241401,
241402 Organic fertilisers,241402,
241403 Plant extracts,241403,
241404 Prepared animal feed,241404,
"241499 Processed non-food agricultural products (excl. wood, paper and fibre) not elsewhere classified",241499,
2415 Transport equipment,2415,"This group covers R&D directed towards the manufacture and repair of transport equipment, including their components."
241501 Aerospace equipment,241501,
241502 Automotive equipment,241502,
241503 Nautical equipment,241503,
241504 Rail equipment,241504,
241599 Transport equipment not elsewhere classified,241599,
2416 Veterinary pharmaceutical products,2416,"This group covers R&D directed towards the manufacture of pharmaceutical products used in the
prevention, diagnosis and treatment of veterinary diseases."
241601 Veterinary biological preventatives,241601,
241602 Veterinary diagnostics,241602,
241603 Veterinary pharmaceutical treatments,241603,
241699 Veterinary pharmaceutical products not elsewhere classified,241699,
"2417 Wood, wood products and paper",2417,"This group covers R&D directed towards the processing of wood, and the manufacture of wood products, paper and paper products."
241701 Paper products and pulp,241701,
241702 Printing and publishing processes,241702,
241703 Reconstituted timber products,241703,
241704 Wood products,241704,
241705 Wood sawing and veneer,241705,
"241799 Wood, wood products and paper not elsewhere classified",241799,
2499 Other manufacturing,2499,"This group covers R&D directed towards the manufacture of tobacco products, furniture, prefabricated buildings and other products not classified elsewhere."
249999 Other manufacturing not elsewhere classified,249999,
25 Mineral resources (excl. Energy resources),25,"This division covers R&D which primarily benefits or has application to the exploration, mining, extraction and processing of mineral resources, other than energy mineral resources. It includes R&D directed towards environmentally sustainable exploration, extraction and processing of mineral resources."
2501 Environmentally sustainable mineral resource activities,2501,"This group covers R&D directed towards environmentally sustainable exploration, mining, extraction, and processing of mineral resources, other than energy mineral resources, by minimising the generation of wastes and by reducing or optimising the consumption of water and other natural resources."
250101 Management of gaseous waste from mineral resource activities (excl. greenhouse gases),250101,
250102 Management of liquid waste from mineral resource activities (excl. water),250102,
250103 Management of solid waste from mineral resource activities,250103,
250104 Management of water consumption by mineral resource activities,250104,
250199 Environmentally sustainable mineral resource activities not elsewhere classified,250199,
2502 First stage treatment of minerals,2502,"This group covers R&D directed towards processing minerals, other than energy mineral resources."
250201 Alumina production,250201,
250202 Beneficiation of bauxite and aluminium ores (excl. alumina production),250202,
250203 Beneficiation or dressing of iron ores,250203,
250204 Beneficiation or dressing of non-metallic minerals (incl. diamonds),250204,
250205 Concentrating processes of base metal ores (excl. aluminium and iron ores),250205,
250206 Production of unrefined precious metal ingots and concentrates,250206,
250299 First stage treatment of minerals not elsewhere classified,250299,
2503 Mineral exploration,2503,"This group covers R&D directed towards exploration for minerals, other than energy mineral resources. It includes precious and semi-precious stones and mineral sands."
250301 Aluminium ore exploration,250301,
250302 Copper ore exploration,250302,
250303 Diamond exploration,250303,
250304 Iron ore exploration,250304,
250305 Precious (noble) metal ore exploration,250305,
250306 Stone and clay exploration,250306,
"250307 Titanium minerals, zircon, and rare earth metal ore (e.g. monazite) exploration",250307,
250308 Zinc ore exploration,250308,
250399 Mineral exploration not elsewhere classified,250399,
2504 Primary mining and extraction of minerals,2504,"This group covers R&D directed towards mining and extracting minerals, other than energy mineral resources. It includes precious and semi-precious stones and mineral sands."
250401 Mining and extraction of aluminium ores,250401,
250402 Mining and extraction of copper ores,250402,
250403 Mining and extraction of diamonds,250403,
250404 Mining and extraction of iron ores,250404,
250405 Mining and extraction of precious (noble) metal ores,250405,
250406 Mining and extraction of stone and clay,250406,
"250407 Mining and extraction of titanium minerals, zircon, and rare earth metal ores (e.g. monazite)",250407,
250408 Mining and extraction of zinc ores,250408,
250499 Primary mining and extraction of minerals not elsewhere classified,250499,
2599 Other mineral resources (excl. energy resources),2599,"This group covers R&D directed towards mineral resource activities, other than energy mineral resource activities, not elsewhere classified."
259999 Other mineral resources (excl. energy resources) not elsewhere classified,259999,
26 Plant production and plant primary products,26,"This division covers R&D directed towards improving the characteristics, propagation and growing of crops, plantation forests and the production of associated primary plant products."
2601 Environmentally sustainable plant production,2601,This group covers R&D directed towards environmentally sustainable production of plants and plant primary products by minimising the generation of emissions and waste and by reducing or optimising the consumption of water and other natural resources.
260101 Management of gaseous waste from plant production (excl. greenhouse gases),260101,
260102 Management of liquid waste from plant production (excl. water),260102,
260103 Management of solid waste from plant production,260103,
260104 Management of water consumption by plant production,260104,
260199 Environmentally sustainable plant production not elsewhere classified,260199,
2602 Forestry,2602,"This group covers R&D directed towards improving the operation, maintenance and protection (including forest fire fighting and control) of native forests, softwood and hardwood plantations. It includes harvesting and transportation of wood and other forest products from forests and plantations and the integration of farm and forestry."
260201 Hardwood plantations,260201,
260202 Harvesting and transport of forest products,260202,
260203 Integration of farm and forestry,260203,
260204 Native forests,260204,
260205 Softwood plantations,260205,
260299 Forestry not elsewhere classified,260299,
2603 Grains and seeds,2603,"This group covers R&D directed towards improving the characteristics of grains and seeds, including cereals grown either partially or entirely for use as fodder or feed grain."
260301 Barley,260301,
260302 Canola,260302,
260303 Grain legumes,260303,
260304 Linseed,260304,
260305 Lupins,260305,
260306 Maize,260306,
260307 Oats,260307,
260308 Rice,260308,
260309 Safflower seed,260309,
260310 Sorghum,260310,
260311 Soybeans,260311,
260312 Wheat,260312,
260399 Grains and seeds not elsewhere classified,260399,
2604 Harvesting and packaging of plant products,2604,"This group covers R&D directed towards improving technologies, processes and methods used for harvesting, handling and packing of plant products, other than forest products."
260401 Cotton lint and cotton seed,260401,
260402 Fresh fruits and vegetables (post harvest),260402,
260403 Sugar cane (cut for crushing),260403,
260404 Unprocessed grains,260404,
260405 Unprocessed industrial crops (excl. sugar and cotton),260405,
260406 Unprocessed seeds,260406,
260499 Harvesting and packaging of plant products not elsewhere classified,260499,
2605 Horticultural crops,2605,"This group covers R&D directed towards improving the characteristics, propagation and growing of horticultural crops."
260501 Almonds,260501,
260502 Avocado,260502,
260503 Berry fruit (excl. kiwifruit),260503,
260504 Citrus fruit,260504,
260505 Field grown vegetable crops,260505,
260506 Kiwifruit,260506,
260507 Macadamias,260507,
260508 Mushrooms and truffles,260508,
260509 Olives,260509,
"260510 Ornamentals, natives, flowers and nursery plants",260510,
"260511 Pome fruit, pip fruit",260511,
260512 Protected vegetable crops,260512,
260513 Stone fruit (excl. avocado),260513,
260514 Table grapes,260514,
260515 Tree nuts (excl. almonds and macadamias),260515,
260516 Tropical fruit,260516,
260599 Horticultural crops not elsewhere classified,260599,
2606 Industrial crops,2606,"This group covers R&D directed towards improving the characteristics and growing of crops principally intended for industrial applications such as sugar cane, cotton, wine grapes, tobacco, hemp, cannabis and plants from which essential oils are extracted."
260601 Cannabis,260601,
260602 Cotton,260602,
260603 Essential oil crops,260603,
260604 Hemp,260604,
260605 Hops,260605,
260606 Plant extract crops,260606,
260607 Sugar,260607,
260608 Wine grapes,260608,
260699 Industrial crops not elsewhere classified,260699,
2699 Other plant production and plant primary products,2699,This group covers R&D directed towards plant production and plant primary products not elsewhere classified. It includes the traceability and quality assurance of plant products.
269901 Climate adaptive plants,269901,
269902 Forest product traceability and quality assurance,269902,
269903 Plant product traceability and quality assurance (excl. forest products),269903,
269999 Other plant production and plant primary products not elsewhere classified,269999,
27 Transport,27,"This division covers R&D directed towards improving the efficiency, safety and utility of transport systems for moving freight, passengers or livestock by ground, water, air or any combinations of these (e.g. sea–air transport) or by any other means."
2701 Aerospace transport,2701,"This group covers R&D directed towards improving the efficiency, safety and utility of international and domestic air transport for passengers, freight and livestock."
270101 Air freight,270101,
270102 Air passenger transport,270102,
270103 Air safety and traffic management,270103,
270104 Air terminal infrastructure and management,270104,
270105 Autonomous air vehicles,270105,
270106 Space transport,270106,
270199 Aerospace transport not elsewhere classified,270199,
2702 Environmentally sustainable transport activities,2702,This group covers R&D directed towards environmentally sustainable ways of managing transport activities by minimising the generation of emissions and wastes and by reducing or optimising the consumption of water and other natural resources.
270201 Management of gaseous waste from transport activities (excl. greenhouse gases),270201,
270202 Management of liquid waste from transport activities (excl. water),270202,
270203 Management of noise and vibration from transport activities,270203,
270204 Management of solid waste from transport activities,270204,
270205 Management of water consumption by transport activities,270205,
270299 Environmentally sustainable transport activities not elsewhere classified,270299,
2703 Ground transport,2703,"This group covers R&D directed towards improving the efficiency, safety and utility of ground transport."
270301 Active ground transport,270301,
270302 Autonomous road vehicles,270302,
270303 Heavy rail infrastructure and networks,270303,
270304 Rail freight,270304,
270305 Rail passenger movements,270305,
270306 Rail safety,270306,
270307 Road freight,270307,
270308 Road infrastructure and networks,270308,
270309 Road passenger movements (excl. public transport),270309,
270310 Road public transport,270310,
270311 Road safety,270311,
270312 Urban rail infrastructure and networks (incl. light and metro rail),270312,
270399 Ground transport not elsewhere classified,270399,
2704 Water transport,2704,"This group covers R&D directed towards improving the efficiency, safety and utility of international, coastal or inland water transport."
270401 Autonomous water vehicles,270401,
270402 Coastal sea freight transport,270402,
270403 Domestic passenger water transport (e.g. ferries),270403,
270404 International passenger water transport (e.g. passenger ships),270404,
"270405 International sea freight transport (excl. live animals, food products and liquefied gas)",270405,
270406 International sea transport of food products,270406,
270407 International sea transport of liquefied gas,270407,
270408 International sea transport of live animals,270408,
270409 Port infrastructure and management,270409,
270410 Water safety,270410,
270499 Water transport not elsewhere classified,270499,
2799 Other transport,2799,This group covers R&D directed towards improving the safety and efficiency of other transport systems not elsewhere classified.
279901 Intermodal materials handling,279901,
279902 Multimodal transport,279902,
279903 Pipeline transport,279903,
279904 Postal and package services (incl. courier services),279904,
279999 Other transport not elsewhere classified,279999,
28 Expanding knowledge,28,
2801 Expanding knowledge,2801,This Division covers R&D which contributes to the general advancement of knowledge. This Division should only be used when no specific purpose under any of the other Divisions can be identified.
"280101 Expanding knowledge in the agricultural, food and veterinary sciences",280101,
280102 Expanding knowledge in the biological sciences,280102,
280103 Expanding knowledge in the biomedical and clinical sciences,280103,
280104 Expanding knowledge in built environment and design,280104,
280105 Expanding knowledge in the chemical sciences,280105,
"280106 Expanding knowledge in commerce, management, tourism and services",280106,
280107 Expanding knowledge in the earth sciences,280107,
280108 Expanding knowledge in economics,280108,
280109 Expanding knowledge in education,280109,
280110 Expanding knowledge in engineering,280110,
280111 Expanding knowledge in the environmental sciences,280111,
280112 Expanding knowledge in the health sciences,280112,
"280113 Expanding knowledge in history, heritage and archaeology",280113,
280114 Expanding knowledge in Indigenous studies,280114,
280115 Expanding knowledge in the information and computing sciences,280115,
"280116 Expanding knowledge in language, communication and culture",280116,
280117 Expanding knowledge in law and legal studies,280117,
280118 Expanding knowledge in the mathematical sciences,280118,
280119 Expanding knowledge in philosophy and religious studies,280119,
280120 Expanding knowledge in the physical sciences,280120,
280121 Expanding knowledge in psychology,280121,
280122 Expanding knowledge in creative arts and writing studies,280122,
280123 Expanding knowledge in human society,280123,
