Label Value,Code,Description
370504 Marine geoscience,370504,
370505 Mineralogy and crystallography,370505,
370506 Palaeontology (incl. palynology),370506,
370507 Planetary geology,370507,
370508 Resource geoscience,370508,
370509 Sedimentology,370509,
"370510 Stratigraphy (incl. biostratigraphy, sequence stratigraphy and basin analysis)",370510,
370511 Structural geology and tectonics,370511,
370512 Volcanology,370512,
370599 Geology not elsewhere classified,370599,
3706 Geophysics,3706,This group covers geophysics.
370601 Applied geophysics,370601,
370602 Electrical and electromagnetic methods in geophysics,370602,
370603 Geodesy,370603,
370604 Geodynamics,370604,
370605 Geothermics and radiometrics,370605,
370606 Gravimetrics,370606,
370607 Magnetism and palaeomagnetism,370607,
370608 Petrophysics and rock mechanics,370608,
370609 Seismology and seismic exploration,370609,
370699 Geophysics not elsewhere classified,370699,
3707 Hydrology,3707,This group covers hydrology.
370701 Contaminant hydrology,370701,
370702 Ecohydrology,370702,
370703 Groundwater hydrology,370703,
370704 Surface water hydrology,370704,
370705 Urban hydrology,370705,
370799 Hydrology not elsewhere classified,370799,
3708 Oceanography,3708,This group covers oceanography.
370801 Biological oceanography,370801,
370802 Chemical oceanography,370802,
370803 Physical oceanography,370803,
370899 Oceanography not elsewhere classified,370899,
3709 Physical geography and environmental geoscience,3709,This group covers physical geography and environmental geoscience
370901 Geomorphology and earth surface processes,370901,
370902 Glaciology,370902,
370903 Natural hazards,370903,
370904 Palaeoclimatology,370904,
370905 Quaternary environments,370905,
370906 Regolith and landscape evolution,370906,
370999 Physical geography and environmental geoscience not elsewhere classified,370999,
3799 Other earth sciences,3799,This group covers earth sciences not elsewhere classified.
379901 Earth system sciences,379901,
379999 Other earth sciences not elsewhere classified,379999,
38 Economics,38,This division covers economics.
3801 Applied economics,3801,This group covers applied economics.
380101 Agricultural economics,380101,
380102 Behavioural economics,380102,
380103 Economic history,380103,
380104 Economics of education,380104,
380105 Environment and resource economics,380105,
380106 Experimental economics,380106,
380107 Financial economics,380107,
380108 Health economics,380108,
380109 Industry economics and industrial organisation,380109,
380110 International economics,380110,
380111 Labour economics,380111,
380112 Macroeconomics (incl. monetary and fiscal theory),380112,
380113 Public economics - public choice,380113,
380114 Public economics - publicly provided goods,380114,
380115 Public economics - taxation and revenue,380115,
380116 Tourism economics,380116,
380117 Transport economics,380117,
380118 Urban and regional economics,380118,
380119 Welfare economics,380119,
380199 Applied economics not elsewhere classified,380199,
3802 Econometrics,3802,This group covers econometrics.
380201 Cross-sectional analysis,380201,
380202 Econometric and statistical methods,380202,
380203 Economic models and forecasting,380203,
380204 Panel data analysis,380204,
380205 Time-series analysis,380205,
380299 Econometrics not elsewhere classified,380299,
3803 Economic theory,3803,"This group covers economic theory. 
It includes history of economic thought."
380301 History of economic thought,380301,
380302 Macroeconomic theory,380302,
380303 Mathematical economics,380303,
380304 Microeconomic theory,380304,
380399 Economic theory not elsewhere classified,380399,
3899 Other economics,3899,This group covers economics not elsewhere classified.
389901 Comparative economic systems,389901,
389902 Ecological economics,389902,
389903 Heterodox economics,389903,
389999 Other economics not elsewhere classified,389999,
39 Education,39,This division covers education.
3901 Curriculum and pedagogy,3901,This group covers curriculum and pedagogy.
"390101 Creative arts, media and communication curriculum and pedagogy",390101,
390102 Curriculum and pedagogy theory and development,390102,
"390103 Economics, business and management curriculum and pedagogy",390103,
"390104 English and literacy curriculum and pedagogy (excl. LOTE, ESL and TESOL)",390104,
390105 Environmental education curriculum and pedagogy,390105,
390106 Geography education curriculum and pedagogy,390106,
"390107 Humanities and social sciences curriculum and pedagogy (excl. economics, business and management)",390107,
"390108 LOTE, ESL and TESOL curriculum and pedagogy",390108,
390109 Mathematics and numeracy curriculum and pedagogy,390109,
"390110 Medicine, nursing and health curriculum and pedagogy",390110,
390111 Physical education and development curriculum and pedagogy,390111,
390112 Religion curriculum and pedagogy,390112,
"390113 Science, technology and engineering curriculum and pedagogy",390113,
390114 Vocational education and training curriculum and pedagogy,390114,
390115 Work integrated learning (incl. internships),390115,
390199 Curriculum and pedagogy not elsewhere classified,390199,
"3902 Education policy, sociology and philosophy",3902,"This group covers education policy, sociology and philosophy."
390201 Education policy,390201,
390202 History and philosophy of education,390202,
390203 Sociology of education,390203,
"390299 Education policy, sociology and philosophy not elsewhere classified",390299,
3903 Education systems,3903,This group covers systems for the delivery of education services.
390301 Continuing and community education,390301,
390302 Early childhood education,390302,
390303 Higher education,390303,
390304 Primary education,390304,
390305 Professional education and training,390305,
390306 Secondary education,390306,
390307 Teacher education and professional development of educators,390307,
"390308 Technical, further and workplace education",390308,
390399 Education systems not elsewhere classified,390399,
3904 Specialist studies in education,3904,This group covers specialist studies in education.
390401 Comparative and cross-cultural education,390401,
390402 Education assessment and evaluation,390402,
"390403 Educational administration, management and leadership",390403,
390404 Educational counselling,390404,
390405 Educational technology and computing,390405,
"390406 Gender, sexuality and education",390406,
390407 Inclusive education,390407,
390408 Learning analytics,390408,
390409 Learning sciences,390409,
"390410 Multicultural education (excl. Aboriginal and Torres Strait Islander, Māori and Pacific Peoples)",390410,
390411 Special education and disability,390411,
390412 Teacher and student wellbeing,390412,
390499 Specialist studies in education not elsewhere classified,390499,
3999 Other Education,3999,This group covers education not elsewhere classified.
399999 Other education not elsewhere classified,399999,
40 Engineering,40,This division covers engineering.
4001 Aerospace engineering,4001,This group covers aerospace engineering including avionics and aeronautical and astronomical engineering.
400101 Aerospace materials,400101,
400102 Aerospace structures,400102,
400103 Aircraft performance and flight control systems,400103,
400104 Avionics,400104,
400105 Flight dynamics,400105,
400106 Hypersonic propulsion and hypersonic aerothermodynamics,400106,
"400107 Satellite, space vehicle and missile design and testing",400107,
400199 Aerospace engineering not elsewhere classified,400199,
4002 Automotive engineering,4002,This group covers automotive engineering.
400201 Automotive combustion and fuel engineering,400201,
400202 Automotive engineering materials,400202,
400203 Automotive mechatronics and autonomous systems,400203,
400204 Automotive safety engineering,400204,
400205 Hybrid and electric vehicles and powertrains,400205,
400299 Automotive engineering not elsewhere classified,400299,
4003 Biomedical engineering,4003,This group covers biomedical engineering.
400301 Biofabrication,400301,
400302 Biomaterials,400302,
400303 Biomechanical engineering,400303,
400304 Biomedical imaging,400304,
400305 Biomedical instrumentation,400305,
400306 Computational physiology,400306,
400307 Mechanobiology,400307,
400308 Medical devices,400308,
400309 Neural engineering,400309,
400310 Rehabilitation engineering,400310,
400311 Tissue engineering,400311,
400399 Biomedical engineering not elsewhere classified,400399,
4004 Chemical engineering,4004,This group covers chemical engineering including process technologies.
400401 Carbon capture engineering (excl. sequestration),400401,
400402 Chemical and thermal processes in energy and combustion,400402,
400403 Chemical engineering design,400403,
400404 Electrochemical energy storage and conversion,400404,
400405 Food engineering,400405,
400406 Powder and particle technology,400406,
400407 Process control and simulation,400407,
400408 Reaction engineering (excl. nuclear reactions),400408,
400409 Separation technologies,400409,
400410 Wastewater treatment processes,400410,
400411 Water treatment processes,400411,
400499 Chemical engineering not elsewhere classified,400499,
4005 Civil engineering,4005,This group covers civil engineering.
400501 Architectural engineering,400501,
400502 Civil geotechnical engineering,400502,
400503 Complex civil systems,400503,
400504 Construction engineering,400504,
400505 Construction materials,400505,
400506 Earthquake engineering,400506,
400507 Fire safety engineering,400507,
400508 Infrastructure engineering and asset management,400508,
400509 Structural dynamics,400509,
400510 Structural engineering,400510,
400511 Timber engineering,400511,
400512 Transport engineering,400512,
400513 Water resources engineering,400513,
400599 Civil engineering not elsewhere classified,400599,
4006 Communications engineering,4006,This group covers communications engineering.
400601 Antennas and propagation,400601,
400602 Data communications,400602,
"400603 Molecular, biological, and multi-scale communications",400603,
400604 Network engineering,400604,
400605 Optical fibre communication systems and technologies,400605,
400606 Satellite communications,400606,
400607 Signal processing,400607,
400608 Wireless communication systems and technologies (incl. microwave and millimetrewave),400608,
400699 Communications engineering not elsewhere classified,400699,
"4007 Control engineering, mechatronics and robotics",4007,"This group covers control engineering, mechatronics and robotics."
400701 Assistive robots and technology,400701,
400702 Automation engineering,400702,
400703 Autonomous vehicle systems,400703,
400704 Biomechatronics,400704,
400705 Control engineering,400705,
400706 Field robotics,400706,
400707 Manufacturing robotics,400707,
400708 Mechatronics hardware design and architecture,400708,
400709 Medical robotics,400709,
400710 Micro-manipulation,400710,
"400711 Simulation, modelling, and programming of mechatronics systems",400711,
"400799 Control engineering, mechatronics and robotics not elsewhere classified",400799,
4008 Electrical engineering,4008,"This group covers electrical engineering including electrical circuits and systems and electromagnetics, but excluding electronics, communications and control engineering"
400801 Circuits and systems,400801,
400802 Electrical circuits and systems,400802,
"400803 Electrical energy generation (incl. renewables, excl. photovoltaics)",400803,
400804 Electrical energy storage,400804,
"400805 Electrical energy transmission, networks and systems",400805,
400806 Electrical machines and drives,400806,
400807 Engineering electromagnetics,400807,
400808 Photovoltaic power systems,400808,
400899 Electrical engineering not elsewhere classified,400899,
"4009 Electronics, sensors and digital hardware",4009,"This group covers electronics, sensors and digital hardware."
400901 Analog electronics and interfaces,400901,
400902 Digital electronic devices,400902,
400903 Digital processor architectures,400903,
"400904 Electronic device and system performance evaluation, testing and simulation",400904,
400905 Electronic instrumentation,400905,
400906 Electronic sensors,400906,
400907 Industrial electronics,400907,
400908 Microelectronics,400908,
"400909 Photonic and electro-optical devices, sensors and systems (excl. communications)",400909,
400910 Photovoltaic devices (solar cells),400910,
400911 Power electronics,400911,
400912 Quantum engineering systems (incl. computing and communications),400912,
400913 Radio frequency engineering,400913,
"400999 Electronics, sensors and digital hardware not elsewhere classified",400999,
4010 Engineering practice and education,4010,This group covers engineering practice and education.
401001 Engineering design,401001,
401002 Engineering education,401002,
401003 Engineering practice,401003,
401004 Humanitarian engineering,401004,
401005 Risk engineering,401005,
401006 Systems engineering,401006,
401099 Engineering practice and education not elsewhere classified,401099,
4011 Environmental engineering,4011,This group covers environmental engineering.
401101 Air pollution modelling and control,401101,
401102 Environmentally sustainable engineering,401102,
401103 Global and planetary environmental engineering,401103,
401104 Health and ecological risk assessment,401104,
401105 Life cycle assessment and industrial ecology,401105,
"401106 Waste management, reduction, reuse and recycling",401106,
401199 Environmental engineering not elsewhere classified,401199,
4012 Fluid mechanics and thermal engineering,4012,This group covers fluid mechanics and thermal engineering.
401201 Aerodynamics (excl. hypersonic aerodynamics),401201,
401202 Bio-fluids,401202,
401203 Biomedical fluid mechanics,401203,
"401204 Computational methods in fluid flow, heat and mass transfer (incl. computational fluid dynamics)",401204,
"401205 Experimental methods in fluid flow, heat and mass transfer",401205,
401206 Fluid-structure interaction and aeroacoustics,401206,
401207 Fundamental and theoretical fluid dynamics,401207,
401208 Geophysical and environmental fluid flows,401208,
401209 Hydrodynamics and hydraulic engineering,401209,
401210 Microfluidics and nanofluidics,401210,
401211 Multiphysics flows (incl. multiphase and reacting flows),401211,
401212 Non-Newtonian fluid flows (incl. rheology),401212,
401213 Turbulent flows,401213,
401299 Fluid mechanics and thermal engineering not elsewhere classified,401299,
4013 Geomatic engineering,4013,This group covers geomatic engineering.
401301 Cartography and digital mapping,401301,
401302 Geospatial information systems and geospatial data modelling,401302,
401303 Navigation and position fixing,401303,
401304 Photogrammetry and remote sensing,401304,
401305 Satellite-based positioning,401305,
401306 Surveying (incl. hydrographic surveying),401306,
401399 Geomatic engineering not elsewhere classified,401399,
4014 Manufacturing engineering,4014,This group covers manufacturing engineering.
401401 Additive manufacturing,401401,
401402 CAD/CAM systems,401402,
401403 Flexible manufacturing systems,401403,
401404 Industrial engineering,401404,
401405 Machine tools,401405,
401406 Machining,401406,
401407 Manufacturing management,401407,
401408 Manufacturing processes and technologies (excl. textiles),401408,
401409 Manufacturing safety and quality,401409,
401410 Microtechnology,401410,
"401411 Packaging, storage and transportation (excl. food and agricultural products)",401411,
401412 Precision engineering,401412,
401413 Textile technology,401413,
401499 Manufacturing engineering not elsewhere classified,401499,
4015 Maritime engineering,4015,This group covers maritime engineering.
401501 Marine engineering,401501,
401502 Naval architecture,401502,
401503 Ocean engineering,401503,
401504 Ship and platform structures (incl. maritime hydrodynamics),401504,
401505 Special vehicles,401505,
401599 Maritime engineering not elsewhere classified,401599,
4016 Materials engineering,4016,"This group covers materials engineering.

It includes:
• ceramics science, technologies and engineering;
• polymer and textiles engineering;
• composite and hybrid materials;
• physical metallurgy and alloy materials;
• functional materials; and
• semiconductor materials science and technologies."
401601 Ceramics,401601,
401602 Composite and hybrid materials,401602,
401603 Compound semiconductors,401603,
401604 Elemental semiconductors,401604,
401605 Functional materials,401605,
401606 Glass,401606,
401607 Metals and alloy materials,401607,
401608 Organic semiconductors,401608,
401609 Polymers and plastics,401609,
"401610 Timber, pulp and paper",401610,
401611 Wearable materials,401611,
401699 Materials engineering not elsewhere classified,401699,
4017 Mechanical engineering,4017,This group covers mechanical engineering.
401701 Acoustics and noise control (excl. architectural acoustics),401701,
"401702 Dynamics, vibration and vibration control",401702,
"401703 Energy generation, conversion and storage (excl. chemical and electrical)",401703,
401704 Mechanical engineering asset management,401704,
401705 Microelectromechanical systems (MEMS),401705,
401706 Numerical modelling and mechanical characterisation,401706,
401707 Solid mechanics,401707,
401708 Tribology,401708,
401799 Mechanical engineering not elsewhere classified,401799,
4018 Nanotechnology,4018,This group covers nanotechnology.
401801 Micro- and nanosystems,401801,
401802 Molecular and organic electronics,401802,
401803 Nanoelectromechanical systems,401803,
401804 Nanoelectronics,401804,
"401805 Nanofabrication, growth and self assembly",401805,
401806 Nanomanufacturing,401806,
401807 Nanomaterials,401807,
401808 Nanometrology,401808,
401809 Nanophotonics,401809,
401810 Nanoscale characterisation,401810,
401899 Nanotechnology not elsewhere classified,401899,
4019 Resources engineering and extractive metallurgy,4019,This group covers resources engineering and extractive metallurgy.
401901 Electrometallurgy,401901,
401902 Geomechanics and resources geotechnical engineering,401902,
401903 Hydrometallurgy,401903,
401904 Mineral processing/beneficiation,401904,
401905 Mining engineering,401905,
401906 Nuclear engineering (incl. fuel enrichment and waste processing and storage),401906,
401907 Petroleum and reservoir engineering,401907,
401908 Pyrometallurgy,401908,
401999 Resources engineering and extractive metallurgy not elsewhere classified,401999,
4099 Other engineering,4099,"This group covers engineering not elsewhere classified.
It includes:
• agricultural engineering;
• engineering instrumentation;
• granular mechanics."
409901 Agricultural engineering,409901,
409902 Engineering instrumentation,409902,
409903 Granular mechanics,409903,
409999 Other engineering not elsewhere classified,409999,
41 Environmental sciences,41,This division covers environmental sciences.
4101 Climate change impacts and adaptation,4101,This group covers climate change impacts and adaptation.
410101 Carbon sequestration science,410101,
410102 Ecological impacts of climate change and ecological adaptation,410102,
410103 Human impacts of climate change and human adaptation,410103,
410199 Climate change impacts and adaptation not elsewhere classified,410199,
4102 Ecological applications,4102,This group covers applications of ecology.
410201 Bioavailability and ecotoxicology,410201,
410202 Biosecurity science and invasive species ecology,410202,
410203 Ecosystem function,410203,
410204 Ecosystem services (incl. pollination),410204,
410205 Fire ecology,410205,
410206 Landscape ecology,410206,
410299 Ecological applications not elsewhere classified,410299,
4103 Environmental biotechnology,4103,This group covers environmental biotechnology.
410301 Biodiscovery,410301,
410302 Biological control,410302,
410303 Bioremediation,410303,
410304 Environmental biotechnology diagnostics (incl. biosensors),410304,
410305 Environmental marine biotechnology,410305,
410306 Environmental nanotechnology and nanometrology,410306,
410399 Environmental biotechnology not elsewhere classified,410399,
4104 Environmental management,4104,This group covers environmental management.
410401 Conservation and biodiversity,410401,
410402 Environmental assessment and monitoring,410402,
410403 Environmental education and extension,410403,
410404 Environmental management,410404,
410405 Environmental rehabilitation and restoration,410405,
410406 Natural resource management,410406,
410407 Wildlife and habitat management,410407,
410499 Environmental management not elsewhere classified,410499,
4105 Pollution and contamination,4105,This group covers pollution and contamination.
410501 Environmental biogeochemistry,410501,
410502 Noise and wave pollution processes and measurement,410502,
410503 Groundwater quality processes and contaminated land assessment,410503,
410504 Surface water quality processes and contaminated sediment assessment,410504,
410599 Pollution and contamination not elsewhere classified,410599,
4106 Soil sciences,4106,This group covers soil sciences.
410601 Land capability and soil productivity,410601,
410602 Pedology and pedometrics,410602,
410603 Soil biology,410603,
410604 Soil chemistry and soil carbon sequestration (excl. carbon sequestration science),410604,
410605 Soil physics,410605,
410699 Soil sciences not elsewhere classified,410699,
4199 Other environmental sciences,4199,This group covers other environmental sciences not elsewhere classified.
419999 Other environmental sciences not elsewhere classified,419999,
42 Health sciences,42,This division covers health sciences.
4201 Allied health and rehabilitation science,4201,This group covers allied health and rehabilitation science.
420101 Arts therapy,420101,
420102 Audiology,420102,
420103 Music therapy,420103,
420104 Occupational therapy,420104,
420105 Orthoptics,420105,
420106 Physiotherapy,420106,
420107 Podiatry,420107,
420108 Prosthetics and orthotics,420108,
420109 Rehabilitation,420109,
420110 Speech pathology,420110,
420199 Allied health and rehabilitation science not elsewhere classified,420199,
4202 Epidemiology,4202,This group covers epidemiology.
420201 Behavioural epidemiology,420201,
420202 Disease surveillance,420202,
420203 Environmental epidemiology,420203,
420204 Epidemiological methods,420204,
420205 Epidemiological modelling,420205,
420206 Forensic epidemiology,420206,
420207 Major global burdens of disease,420207,
420208 Nutritional epidemiology,420208,
420209 Occupational epidemiology,420209,
420210 Social epidemiology,420210,
420299 Epidemiology not elsewhere classified,420299,
4203 Health services and systems,4203,This group covers health services and systems.
420301 Aged health care,420301,
420302 Digital health,420302,
420303 Family care,420303,
420304 General practice,420304,
420305 Health and community services,420305,
420306 Health care administration,420306,
420307 Health counselling,420307,
420308 Health informatics and information systems,420308,
420309 Health management,420309,
420310 Health surveillance,420310,
420311 Health systems,420311,
420312 Implementation science and evaluation,420312,
420313 Mental health services,420313,
420314 Multimorbidity,420314,
420315 One health,420315,
420316 Palliative care,420316,
420317 Patient safety,420317,
420318 People with disability,420318,
420319 Primary health care,420319,
420320 Residential client care,420320,
420321 Rural and remote health services,420321,
420399 Health services and systems not elsewhere classified,420399,
4204 Midwifery,4204,This group covers midwifery.
420401 Clinical midwifery,420401,
420402 Models of care and place of birth,420402,
420403 Psychosocial aspects of childbirth and perinatal mental health,420403,
420499 Midwifery not elsewhere classified,420499,
4205 Nursing,4205,This group covers nursing.
420501 Acute care,420501,
420502 Aged care nursing,420502,
420503 Community and primary care,420503,
420504 Mental health nursing,420504,
420505 Nursing workforce,420505,
420506 Sub-acute care,420506,
420599 Nursing not elsewhere classified,420599,
4206 Public health,4206,This group covers public health.
420601 Community child health,420601,
420602 Health equity,420602,
420603 Health promotion,420603,
420604 Injury prevention,420604,
420605 Preventative health care,420605,
420606 Social determinants of health,420606,
420699 Public health not elsewhere classified,420699,
4207 Sports science and exercise,4207,This group covers sports science and exercise.
420701 Biomechanics,420701,
420702 Exercise physiology,420702,
420703 Motor control,420703,
420799 Sports science and exercise not elsewhere classified,420799,
"4208 Traditional, complementary and integrative medicine",4208,"This group covers traditional, complementary and integrative medicine."
420801 Chiropractic,420801,
420802 Naturopathy,420802,
420803 Traditional Chinese medicine and treatments,420803,
"420899 Traditional, complementary and integrative medicine not elsewhere classified",420899,
4299 Other health sciences,4299,This group covers other health sciences not elsewhere classified.
429999 Other health sciences not elsewhere classified,429999,
"43 History, heritage and archaeology",43,"This division covers history, heritage and archaeology."
4301 Archaeology,4301,This group covers archaeology.
430101 Archaeological science,430101,
"430102 Archaeology of Asia, Africa and the Americas",430102,
430103 Archaeology of Australia (excl. Aboriginal and Torres Strait Islander),430103,
"430104 Archaeology of Europe, the Mediterranean and the Levant",430104,
430105 Archaeology of New Zealand (excl. Māori),430105,
430106 Digital archaeology,430106,
430107 Historical archaeology (incl. industrial archaeology),430107,
430108 Maritime archaeology,430108,
430199 Archaeology not elsewhere classified,430199,
"4302 Heritage, archive and museum studies",4302,"This group covers heritage, archive and museum studies. It includes heritage and cultural conservation."
"430201 Archival, repository and related studies",430201,
"430202 Critical heritage, museum and archive studies",430202,
430203 Cultural heritage management (incl. world heritage),430203,
430204 Digital heritage,430204,
430205 Heritage and cultural conservation,430205,
430206 Heritage collections and interpretations,430206,
"430207 Heritage tourism, visitor and audience studies",430207,
430208 Intangible heritage,430208,
430209 Materials conservation,430209,
"430299 Heritage, archive and museum studies not elsewhere classified",430299,
4303 Historical studies,4303,"This group covers the study of the history of peoples, nations or geographic regions. It includes biography."
430301 Asian history,430301,
430302 Australian history,430302,
430303 Biography,430303,
430304 British history,430304,
430305 Classical Greek and Roman history,430305,
430306 Digital history,430306,
430307 Environmental history,430307,
"430308 European history (excl. British, classical Greek and Roman)",430308,
430309 Gender history,430309,
430310 Global and world history,430310,
430311 Historical studies of crime,430311,
430312 Histories of race,430312,
"430313 History of empires, imperialism and colonialism",430313,
430314 History of religion,430314,
430315 History of the pacific,430315,
430316 International history,430316,
430317 Latin and South American history,430317,
430318 Middle Eastern and North African history,430318,
430319 Migration history,430319,
430320 New Zealand history,430320,
430321 North American history,430321,
430322 Sub-Saharan African history,430322,
430323 Transnational history,430323,
430399 Historical studies not elsewhere classified,430399,
"4399 Other history, heritage and archaeology",4399,"This group covers history, heritage and archaeology not elsewhere classified."
"439999 Other history, heritage and archaeology not elsewhere classified",439999,
44 Human society,44,This division covers human society.
4401 Anthropology,4401,This group covers anthropology.
440101 Anthropology of development,440101,
440102 Anthropology of gender and sexuality,440102,
440103 Biological (physical) anthropology,440103,
440104 Environmental anthropology,440104,
440105 Linguistic anthropology,440105,
440106 Medical anthropology,440106,
440107 Social and cultural anthropology,440107,
440199 Anthropology not elsewhere classified,440199,
4402 Criminology,4402,This group covers criminology.
440201 Causes and prevention of crime,440201,
"440202 Correctional theory, offender treatment and rehabilitation",440202,
440203 Courts and sentencing,440203,
440204 Crime and social justice,440204,
440205 Criminological theories,440205,
440206 Critical approaches to crime,440206,
440207 Cybercrime,440207,
440208 Environmental crime,440208,
440209 Gender and crime,440209,
440210 Organised crime,440210,
"440211 Police administration, procedures and practice",440211,
440212 Private policing and security services,440212,
440213 Race/ethnicity and crime,440213,
440214 Sociological studies of crime,440214,
440215 State crime,440215,
"440216 Technology, crime and surveillance",440216,
440217 Terrorism,440217,
440218 Victims,440218,
440219 White collar crime,440219,
440299 Criminology not elsewhere classified,440299,
4403 Demography,4403,This group covers demography.
440301 Family and household studies,440301,
440302 Fertility,440302,
440303 Migration,440303,
440304 Mortality,440304,
440305 Population trends and policies,440305,
440399 Demography not elsewhere classified,440399,
4404 Development studies,4404,This group covers development studies.
440401 Development cooperation,440401,
"440402 Humanitarian disasters, conflict and peacebuilding",440402,
"440403 Labour, migration and development",440403,
440404 Political economy and social change,440404,
"440405 Poverty, inclusivity and wellbeing",440405,
440406 Rural community development,440406,
440407 Socio-economic development,440407,
440408 Urban community development,440408,
440499 Development studies not elsewhere classified,440499,
4405 Gender studies,4405,This group covers gender studies.
440501 Feminist and queer theory,440501,
440502 Feminist methodologies,440502,
440503 Feminist theory,440503,
440504 Gender relations,440504,
440505 Intersectional studies,440505,
440506 Sexualities,440506,
440507 Studies of men and masculinities,440507,
440508 Transgender studies,440508,
440509 Women's studies (incl. girls' studies),440509,
440599 Gender studies not elsewhere classified,440599,
4406 Human geography,4406,This group covers human geography.
440601 Cultural geography,440601,
440602 Development geography,440602,
440603 Economic geography,440603,
440604 Environmental geography,440604,
440605 Health geography,440605,
440606 Political geography,440606,
440607 Population geography,440607,
"440608 Recreation, leisure and tourism geography",440608,
440609 Rural and regional geography,440609,
440610 Social geography,440610,
440611 Transport geography,440611,
440612 Urban geography,440612,
440699 Human geography not elsewhere classified,440699,
4407 Policy and administration,4407,This group covers policy and administration.
440701 Communications and media policy,440701,
440702 Crime policy,440702,
440703 Economic development policy,440703,
440704 Environment policy,440704,
"440705 Gender, policy and administration",440705,
440706 Health policy,440706,
440707 Housing policy,440707,
440708 Public administration,440708,
440709 Public policy,440709,
"440710 Research, science and technology policy",440710,
440711 Risk policy,440711,
440712 Social policy,440712,
440713 Tourism policy,440713,
440714 Urban policy,440714,
440799 Policy and administration not elsewhere classified,440799,
4408 Political science,4408,This group covers political science.
440801 Australian government and politics,440801,
440802 Citizenship,440802,
440803 Comparative government and politics,440803,
440804 Defence studies,440804,
440805 Environmental politics,440805,
440806 Gender and politics,440806,
440807 Government and politics of Asia and the Pacific,440807,
440808 International relations,440808,
440809 New Zealand government and politics,440809,
440810 Peace studies,440810,
440811 Political theory and political philosophy,440811,
440899 Political science not elsewhere classified,440899,
4409 Social work,4409,This group covers social work.
440901 Clinical social work practice,440901,
"440902 Counselling, wellbeing and community services",440902,
440903 Social program evaluation,440903,
440999 Social work not elsewhere classified,440999,
4410 Sociology,4410,This group covers sociology.
"441001 Applied sociology, program evaluation and social impact assessment",441001,
441002 Environmental sociology,441002,
441003 Rural sociology,441003,
441004 Social change,441004,
441005 Social theory,441005,
441006 Sociological methodology and research methods,441006,
441007 Sociology and social studies of science and technology,441007,
441008 Sociology of culture,441008,
441009 Sociology of family and relationships,441009,
441010 Sociology of gender,441010,
441011 Sociology of health,441011,
441012 Sociology of inequalities,441012,
"441013 Sociology of migration, ethnicity and multiculturalism",441013,
441014 Sociology of religion,441014,
441015 Sociology of the life course,441015,
441016 Urban sociology and community studies,441016,
441099 Sociology not elsewhere classified,441099,
4499 Other human society,4499,This group covers human society not elsewhere classified.
449901 Studies of Asian society,449901,
449999 Other human society not elsewhere classified,449999,
45 Indigenous studies,45,"This division covers research that significantly:
. relates to Aboriginal and Torres Strait Islander, Māori, Pacific, and other Indigenous peoples, nations, communities, languages, places, cultures or knowledges and/or
. incorporates or utilises Indigenous methodologies/ways of knowing, theories, practice and/or
. is undertaken with or by these peoples, nations or communities."
"4501 Aboriginal and Torres Strait Islander culture, language and history",4501,"This group covers culture, languages, history, creative and performing arts, archaeology, built environment and design, philosophy and religion related to Aboriginal and Torres Strait Islander."
450101 Aboriginal and Torres Strait Islander archaeology,450101,
450102 Aboriginal and Torres Strait Islander artefacts,450102,
450103 Aboriginal and Torres Strait Islander cultural history,450103,
450104 Aboriginal and Torres Strait Islander culture,450104,
"450105 Aboriginal and Torres Strait Islander curatorial, archives and museum studies",450105,
450106 Aboriginal and Torres Strait Islander ethics,450106,
450107 Aboriginal and Torres Strait Islander history,450107,
450108 Aboriginal and Torres Strait Islander linguistics and languages,450108,
"450109 Aboriginal and Torres Strait Islander literature, journalism and professional writing",450109,
"450110 Aboriginal and Torres Strait Islander media, film, animation and photography",450110,
450111 Aboriginal and Torres Strait Islander music and performing arts,450111,
450112 Aboriginal and Torres Strait Islander philosophy,450112,
450113 Aboriginal and Torres Strait Islander religion and religious studies,450113,
450114 Aboriginal and Torres Strait Islander repatriation,450114,
450115 Aboriginal and Torres Strait Islander research methods,450115,
450116 Aboriginal and Torres Strait Islander visual arts and crafts,450116,
"450117 Aboriginal and Torres Strait Islander ways of knowing, being and doing",450117,
450118 Conservation of Aboriginal and Torres Strait Islander heritage,450118,
"450199 Aboriginal and Torres Strait Islander culture, language and history not elsewhere classified",450199,
4502 Aboriginal and Torres Strait Islander education,4502,This group covers all aspects of education related to Aboriginal and Torres Strait Islander.
450201 Aboriginal and Torres Strait Islander curriculum and pedagogy,450201,
450202 Aboriginal and Torres Strait Islander early childhood education,450202,
450203 Aboriginal and Torres Strait Islander educational methods,450203,
"450204 Aboriginal and Torres Strait Islander technical, further, continuing and community education",450204,
450205 Aboriginal and Torres Strait Islander higher education,450205,
450206 Aboriginal and Torres Strait Islander language education,450206,
450207 Aboriginal and Torres Strait Islander men’s education,450207,
450208 Aboriginal and Torres Strait Islander primary education,450208,
450209 Aboriginal and Torres Strait Islander secondary education,450209,
450210 Aboriginal and Torres Strait Islander student engagement and teaching,450210,
450211 Aboriginal and Torres Strait Islander women’s education,450211,
450212 Cultural responsiveness and working with Aboriginal and Torres Strait Islander communities education,450212,
"450213 Embedding Aboriginal and Torres Strait Islander knowledges, histories, culture, country, perspectives and ethics in education",450213,
