Label Value,Code,Description
450299 Aboriginal and Torres Strait Islander education not elsewhere classified,450299,
4503 Aboriginal and Torres Strait Islander environmental knowledges and management,4503,"This group covers earth sciences, environmental sciences, knowledges and management (caring for country), agricultural sciences and veterinary sciences related to Aboriginal and Torres Strait Islander."
450301 Aboriginal and Torres Strait Islander agriculture and forestry,450301,
450302 Aboriginal and Torres Strait Islander earth sciences,450302,
450303 Aboriginal and Torres Strait Islander environmental conservation,450303,
450304 Aboriginal and Torres Strait Islander environmental knowledges,450304,
450305 Aboriginal and Torres Strait Islander fisheries and customary fisheries,450305,
450306 Aboriginal and Torres Strait Islander land and water management,450306,
450307 Aboriginal and Torres Strait Islander marine environment science,450307,
450399 Aboriginal and Torres Strait Islander environmental knowledges and management not elsewhere classified,450399,
4504 Aboriginal and Torres Strait Islander health and wellbeing,4504,"This group covers health and wellbeing (including physical, psychological and spiritual wellbeing), health services and biomedical and clinical sciences related to Aboriginal and Torres Strait Islander."
450401 Aboriginal and Torres Strait Islander and disability,450401,
450402 Aboriginal and Torres Strait Islander biomedical and clinical sciences,450402,
450403 Aboriginal and Torres Strait Islander child health and wellbeing,450403,
450404 Aboriginal and Torres Strait Islander cultural determinants of health,450404,
450405 Aboriginal and Torres Strait Islander diet and nutrition,450405,
450406 Aboriginal and Torres Strait Islander epidemiology,450406,
450407 Aboriginal and Torres Strait Islander health policy,450407,
450408 Aboriginal and Torres Strait Islander health promotion,450408,
450409 Aboriginal and Torres Strait Islander health services,450409,
450410 Aboriginal and Torres Strait Islander lifecourse,450410,
450411 Aboriginal and Torres Strait Islander medicine and treatments,450411,
450412 Aboriginal and Torres Strait Islander men’s health and wellbeing,450412,
450413 Aboriginal and Torres Strait Islander midwifery and paediatrics,450413,
450414 Aboriginal and Torres Strait Islander mothers and babies health and wellbeing,450414,
450415 Aboriginal and Torres Strait Islander nursing,450415,
450416 Aboriginal and Torres Strait Islander psychology,450416,
450417 Aboriginal and Torres Strait Islander public health and wellbeing,450417,
450418 Aboriginal and Torres Strait Islander remote health,450418,
450419 Aboriginal and Torres Strait Islander social determinants of health,450419,
"450420 Aboriginal and Torres Strait Islander social, emotional, cultural and spiritual wellbeing",450420,
450421 Aboriginal and Torres Strait Islander sport and physical activity,450421,
450422 Aboriginal and Torres Strait Islander theory of change models for health,450422,
450423 Aboriginal and Torres Strait Islander youth and family social and emotional wellbeing,450423,
450499 Aboriginal and Torres Strait Islander health and wellbeing not elsewhere classified,450499,
"4505 Aboriginal and Torres Strait Islander peoples, society and community",4505,"This group covers human society, economics, commerce, tourism, community governance and decision making, anthropology, human geography, community-based research, architecture and design, and urban planning related to Aboriginal and Torres Strait Islander."
450501 Aboriginal and Torres Strait Islander accounting,450501,
450502 Aboriginal and Torres Strait Islander anthropology,450502,
450503 Aboriginal and Torres Strait Islander architecture,450503,
450504 Aboriginal and Torres Strait Islander commerce,450504,
450505 Aboriginal and Torres Strait Islander community and regional development,450505,
450506 Aboriginal and Torres Strait Islander community governance and decision making,450506,
450507 Aboriginal and Torres Strait Islander community-based research,450507,
450508 Aboriginal and Torres Strait Islander criminology,450508,
450509 Aboriginal and Torres Strait Islander customary law,450509,
450510 Aboriginal and Torres Strait Islander design practice and management,450510,
450511 Aboriginal and Torres Strait Islander economics,450511,
450512 Aboriginal and Torres Strait Islander finance,450512,
450513 Aboriginal and Torres Strait Islander human geography and demography,450513,
450514 Aboriginal and Torres Strait Islander legislation,450514,
450515 Aboriginal and Torres Strait Islander management,450515,
450516 Aboriginal and Torres Strait Islander marketing,450516,
450517 Aboriginal and Torres Strait Islander not-for-profit social enterprises,450517,
450518 Aboriginal and Torres Strait Islander peoples and the law,450518,
450519 Aboriginal and Torres Strait Islander perspectives,450519,
450520 Aboriginal and Torres Strait Islander political participation and representation,450520,
450521 Aboriginal and Torres Strait Islander politics,450521,
450522 Aboriginal and Torres Strait Islander social impact and program evaluation,450522,
450523 Aboriginal and Torres Strait Islander social work and social justice,450523,
450524 Aboriginal and Torres Strait Islander sociological studies,450524,
450525 Aboriginal and Torres Strait Islander sociology,450525,
450526 Aboriginal and Torres Strait Islander tourism,450526,
450527 Aboriginal and Torres Strait Islander urban and regional planning,450527,
"450599 Aboriginal and Torres Strait Islander peoples, society and community not elsewhere classified",450599,
4506 Aboriginal and Torres Strait Islander sciences,4506,"This group covers mathematical sciences, physical sciences, chemical sciences, biology, engineering, information systems and computing sciences related to Aboriginal and Torres Strait Islander."
450601 Aboriginal and Torres Strait Islander astronomy and cosmology,450601,
450602 Aboriginal and Torres Strait Islander biological sciences,450602,
450603 Aboriginal and Torres Strait Islander computing technology use and design,450603,
450604 Aboriginal and Torres Strait Islander engineering,450604,
450605 Aboriginal and Torres Strait Islander genomics,450605,
450606 Aboriginal and Torres Strait Islander information and knowledge management systems,450606,
450607 Aboriginal and Torres Strait Islander innovation,450607,
450608 Aboriginal and Torres Strait Islander knowledge management methods,450608,
"450609 Aboriginal and Torres Strait Islander mathematical, physical and chemical sciences (excl. astronomy and cosmology)",450609,
450699 Aboriginal and Torres Strait Islander sciences not elsewhere classified,450699,
"4507 Te ahurea, reo me te hītori o te Māori (Māori culture, language and history)",4507,"This group covers culture, languages, history, creative and performing arts, archaeology, built environment and design, philosophy and religion related to Māori."
450701 Te whāomoomo i te tuku ihotanga Māori (conservation of Māori heritage),450701,
450702 Te mana wahine (female status),450702,
450703 Te mana tāne (male status),450703,
450704 Te mātai whaipara Māori (Māori archaeology),450704,
450705 Ngā taonga Māori nō mua (Māori artefacts),450705,
450706 Te hītori ahurea Māori (Māori cultural history),450706,
450707 Te ahurea Māori (Māori culture),450707,
"450708 Ngā mātai kaitiaki, pūranga me ngā whare tongarewa o te Māori (Māori curatorial, archives and museum studies)",450708,
450709 Ngā matatika o te Māori (Māori ethics),450709,
450710 Te hītori Māori (Māori history),450710,
"450711 Te whenua, ahurea me te tuakiri o te Māori (Māori land, culture and identity)",450711,
450712 Te mātai i te reo Māori me te reo Māori (Māori linguistics and languages),450712,
"450713 Te mātākōrero, te kawe kōrero me te tuhituhi ngaio o te Māori (Māori literature, journalism and professional writing)",450713,
"450714 Ngā arapāho, ngā kiriata, te hākoritanga me te hopu whakaahua o te Māori (Māori media, film, animation and photography)",450714,
450715 Te puoro me ngā mahi a te rēhia o te Māori (Māori music and performing arts),450715,
450716 Te rapunga whakaaro o te Māori (Māori philosophy),450716,
450717 Ngā Kaupapa Māori (Māori projects),450717,
450718 Te whakapono me te mātai whakapono o te Māori (Māori religion and religious studies),450718,
450719 Te whakahoki taonga a te Māori ki te kāinga (Māori repatriation),450719,
450720 Ngā tikanga rangahau o te Māori (Māori research methods),450720,
450721 Ngā toi ataata ngā mahi ā-rehe o te Māori (Māori visual arts and crafts),450721,
"450799 Te ahurea, reo, me te hītori o te Māori kāore anō kia whakarōpūtia i wāhi kē (Māori culture, language and history not elsewhere classified)",450799,
4508 Mātauranga Māori (Māori education),4508,This group covers all aspects of education related to Māori.
450801 Ngā kōhanga reo (Māori curriculum and pedagogy),450801,
450802 Te Whāriki - te mātauranga kōhungahunga Māori (Māori early childhood education),450802,
450803 Ngā tikanga mātauranga o te Māori (Māori educational methods),450803,
450804 Te mātauranga kura tuatoru Māori (Māori higher education),450804,
450805 Te mātauranga reo Māori (Māori language education),450805,
450806 Ngā kura kaupapa Māori (Māori primary education),450806,
450807 Te urupare me te whai wāhi Māori ki te mātauranga (Māori responsiveness and engaged education),450807,
450808 Te mātauranga kura tuarua Māori (Māori secondary education),450808,
450809 Te whai wāhi ākonga me ngā mahi whakaako o te Māori (Māori student engagement and teaching),450809,
"450810 Tō te Māori mātauranga hangarau, mātauranga atu anō, mātauranga haere tonu, me te mātauranga hapori (Māori technical, further, continuing and community education)",450810,
450811 Te mātauranga Māori i roto i te mātauranga (Mātauranga Māori in education),450811,
450899 Te mātauranga Māori kāore anō kia whakarōpūtia i wāhi kē (Māori education not elsewhere classified),450899,
4509 Ngā mātauranga taiao o te Māori (Māori environmental knowledges),4509,"This group covers earth sciences, environmental sciences and knowledges, agricultural sciences and veterinary sciences related to Māori."
450901 Te ahuwhenua me ngā mahi ngahere o te Māori (Māori agriculture and forestry),450901,
450902 Ngā pūtaiao-ā-nuku o te Māori (Māori earth sciences),450902,
450903 Te whāomoomo taiao o te Māori (Māori environmental conservation),450903,
450904 Ngā mātauranga taiao o te Māori (Māori environmental knowledges),450904,
450905 Te ahumoana me te ahumoana tuku iho o te Māori (Māori fisheries and customary fisheries),450905,
450906 Te whakahaere whenua me te wai o te Māori (Māori land and water management),450906,
450907 Te pūtaiao taiao moana o te Māori (Māori marine environment science),450907,
450999 Ngā mātauranga taiao o te Māori kāore anō kia whakarōpūtia i wāhi kē (Māori environmental knowledges not elsewhere classified),450999,
4510 Te hauora me te oranga o te Māori (Māori health and wellbeing),4510,"This group covers health and wellbeing (including physical, psychological and spiritual wellbeing), health services and biomedical and clinical sciences related to Māori."
451001 Te whaikaha me te Māori (Māori and disability),451001,
"451002 Ngā pūtaiao koiora-hauora, haumanu hoki o te Māori (Māori biomedical and clinical sciences)",451002,
451003 Ngā tokoingoa ahurea o te hauora o te Māori (Māori cultural determinants of health),451003,
451004 Te horakai me ngā kai o te Māori (Māori diet and nutrition),451004,
451005 Te mātai tahumaero o te Māori (Māori epidemiology),451005,
451006 Ngā kaupapahere hauora o te Māori (Māori health policy),451006,
451007 Te whakatairanga hauora o te Māori (Māori health promotion),451007,
451008 Ngā wāhanga ora o te Māori (Māori life course),451008,
451009 Ngā rongoā me ngā whakamaimoa o te Māori (Māori medicine and treatments),451009,
451010 Ngā kaiwhakawhānau me te mātai mate tamariki o te Māori (Māori midwifery and paediatrics),451010,
"451011 Te hauora me te oranga ā-whaea, ā-pēpi o te Māori (Māori mothers and babies health and wellbeing)",451011,
451012 Te mahi tapuhi o te Māori (Māori nursing),451012,
451013 Mātauranga hinengaro kaupapa Māori (Māori psychology),451013,
451014 Ngā pūnaha mātauranga hinengaro o te Māori (Māori psychology knowledge systems),451014,
451015 Te hauora me te oranga tūmatanui o te Māori (Māori public health and wellbeing),451015,
451016 Te hauora mamao o te Māori (Māori remote health),451016,
"451017 Te oranga ā-pāpori, ā-hinengaro, ā-ahurea, ā-wairua o te Māori (Māori social, cultural, emotional and spiritual wellbeing)",451017,
451018 Ngā tokoingoa pāpori o te hauora o te Māori (Māori social determinants of health),451018,
451019 Ngā hākinakina me te korikori tinana o te Māori (Māori sport and physical activity),451019,
451020 Te ariā o ngā tauira panoni hauora o te Māori (Māori theory of change models for health),451020,
451021 Ngā taiohi me ngā whānau Māori (Māori youth and family),451021,
451099 Te hauora me te oranga o te Māori kāore anō kia whakarōpūhia i wāhi kē (Māori health and wellbeing not elsewhere classified),451099,
"4511 Ngā tāngata, te porihanga me ngā hapori o te Māori (Māori peoples, society and community)",4511,"This group covers human society, economics, commerce, tourism, community governance and decision making, anthropology, human geography, community-based research, architecture and design, and urban planning related to Māori."
451101 Te mahi kaute o te Māori (Māori accounting),451101,
451102 Te mātauranga tikanga Māori (Māori anthropology),451102,
451103 Te hoahoanga whare o te Māori (Māori architecture),451103,
451104 Ngā mahi tauhokohoko o te Māori (Māori commerce),451104,
"451105 Te whanaketanga ā-hapori, ā-rohe o te Māori (Māori community and regional development)",451105,
451106 Te rangahau kei rō hapori o te Māori (Māori community-based research),451106,
"451107 Te kāwana ā-hapori, whakatau take hoki o te Māori (Māori community governance and decision making)",451107,
451108 Te mātauranga taihara Māori (Māori criminology),451108,
451109 Ngā tikanga Māori (Māori customary law),451109,
451110 Te whakaharatau me te whakahaere hoahoa o te Māori (Māori design practice and management),451110,
451111 Te mātauranga ōhanga o te Māori (Māori economics),451111,
451112 Te ahumoni Māori (Māori finance),451112,
451113 Te mātauranga matawhenua ā-iwi me te tatauranga ā-iwi o te Māori (Māori human geography and demography),451113,
451114 Te ture Whenua (Māori land law),451114,
451115 Te ture me te tika Māori (Māori law and justice),451115,
451116 Ngā ture Māori (Māori legislation),451116,
451117 Te whakahaere o te Māori (Māori management),451117,
451118 Te whakamākete o te Māori (Māori marketing),451118,
451119 Ngā hinonga pāpori kaupapa atawhai o te Māori (Māori not-for-profit social enterprises),451119,
451120 Ngā iwi Māori me te ture (Māori peoples and the law),451120,
451121 Ngā tirohanga Māori (Māori perspectives),451121,
451122 Te whai wāhi me te whakakanohi taha tōrāngapū o te Māori (Māori political participation and representation),451122,
451123 Ngā mahi tōrangapū Māori (Māori politics),451123,
451124 Ngā ture rawa Māori (Māori resource law),451124,
451125 Te pāpātanga pāpori me te aromātai hōtaka o te Māori (Māori social impact and program evaluation),451125,
451126 Ngā mahi tauwhiro me te tika pāpori o te Māori (Māori social work and social justice),451126,
451127 Ngā mātai tikanga ā-iwi o te Māori (Māori sociological studies),451127,
451128 Te mātauranga pāpori o te Māori (Māori sociology),451128,
451129 Te mahi tāpoi Māori (Māori tourism),451129,
451130 Te Tiriti o Waitangi (The Treaty of Waitangi),451130,
"451131 Te whakamahere ā-tāone, ā-rohe o te Māori (Māori urban and regional planning)",451131,
"451199 Ngā tāngata, te porihanga me ngā hapori o te Māori kāore anō kia whakarōpūtia i wāhi kē (Māori peoples, society and community not elsewhere classified)",451199,
4512 Ngā pūtaiao Māori (Māori sciences),4512,"This group covers mathematical, biological, physical, chemical, engineering, and information systems and computing sciences related to Māori."
451201 Te mātai arorangi me te mātai tuarangi o te Māori (Māori astronomy and cosmology),451201,
451202 Ngā pūtaiao koiora o te Māori (Māori biological sciences),451202,
451203 Te whakamahi me te hoahoa o te hangarau rorohiko o te Māori (Māori computing technology use and design),451203,
451204 Te mana motuhake o ngā raraunga Māori (Māori data sovereignty),451204,
451205 Te mātauranga pūkaha o te Māori (Māori engineering),451205,
451206 Te mātai huingaira o te Māori (Māori genomics),451206,
451207 Ngā pūnaha whakahaere mōhiohio me te mātauranga o te Māori (Māori information and knowledge management systems),451207,
451208 Te wairua auaha o te Māori (Māori innovation),451208,
451209 Ngā tikanga whakahaere mōhiotanga Māori (Māori knowledge management methods),451209,
"451210 Ngā pūtaiao pāngarau, ōkiko, matū hoki - hāunga te mātai arorangi me te mātai tuarangi o te Māori (Māori mathematical, physical and chemical sciences - excl. astronomy and cosmology)",451210,
451211 Te tukatuka reo noa o te Māori (Māori natural language processing),451211,
451299 Ngā pūtaiao Māori kāore anō kia whakarōpūhia i wāhi kē (Māori sciences not elsewhere classified),451299,
"4513 Pacific Peoples culture, language and history",4513,"This group covers culture, languages, history, creative and performing arts, archaeology, built environment and design, philosophy and religion related to Pacific Peoples."
451301 Archaeology of New Guinea and Pacific Islands (excl. New Zealand),451301,
451302 Conservation of Pacific Peoples heritage,451302,
451303 Pacific Peoples artefacts,451303,
451304 Pacific Peoples cultural history,451304,
451305 Pacific Peoples culture,451305,
"451306 Pacific Peoples curatorial, archives and museum studies",451306,
451307 Pacific Peoples ethics,451307,
451308 Pacific Peoples history,451308,
"451309 Pacific Peoples land, culture and identity",451309,
451310 Pacific Peoples linguistics and languages,451310,
"451311 Pacific Peoples literature, journalism and professional writing",451311,
"451312 Pacific Peoples media, film, animation and photography",451312,
451313 Pacific Peoples music and performing arts,451313,
451314 Pacific Peoples philosophy,451314,
451315 Pacific Peoples religion and religious studies,451315,
451316 Pacific Peoples repatriation,451316,
451317 Pacific Peoples research methods,451317,
451318 Pacific Peoples visual arts and crafts,451318,
"451319 Pacific Peoples ways of knowing, being and doing",451319,
"451399 Pacific Peoples culture, language and history not elsewhere classified",451399,
4514 Pacific Peoples education,4514,This group covers all aspects of education related to Pacific Peoples.
451401 Cultural responsiveness and working with Pacific Peoples communities education,451401,
"451402 Embedding Pacific Peoples knowledges, histories, culture, country, perspectives and ethics in education",451402,
451403 Pacific Peoples curriculum and pedagogy,451403,
451404 Pacific Peoples early childhood education,451404,
451405 Pacific Peoples educational methods,451405,
"451406 Pacific Peoples technical, further, continuing and community education",451406,
451407 Pacific Peoples higher education,451407,
451408 Pacific Peoples language education,451408,
451409 Pacific Peoples men’s education,451409,
451410 Pacific Peoples primary education,451410,
451411 Pacific Peoples secondary education,451411,
451412 Pacific Peoples student engagement and teaching,451412,
451413 Pacific Peoples women’s education,451413,
451499 Pacific Peoples education not elsewhere classified,451499,
4515 Pacific Peoples environmental knowledges,4515,"This group covers earth sciences, environmental sciences, knowledges and management, agricultural sciences and veterinary sciences related to Pacific Peoples."
451501 Pacific Peoples agriculture and forestry,451501,
451502 Pacific Peoples earth sciences,451502,
451503 Pacific Peoples environmental conservation,451503,
451504 Pacific Peoples environmental knowledges,451504,
451505 Pacific Peoples fisheries and customary fisheries,451505,
451506 Pacific Peoples land and water management,451506,
451507 Pacific Peoples marine environment science,451507,
451599 Pacific Peoples environmental knowledges not elsewhere classified,451599,
4516 Pacific Peoples health and wellbeing,4516,"This group covers health and wellbeing (including physical, psychological and spiritual wellbeing), health services and biomedical and clinical sciences related to Pacific Peoples."
451601 Pacific Peoples and disability,451601,
451602 Pacific Peoples biomedical and clinical science,451602,
451603 Pacific Peoples cultural determinants of health,451603,
451604 Pacific Peoples diet and nutrition,451604,
451605 Pacific Peoples epidemiology,451605,
451606 Pacific Peoples health policy,451606,
451607 Pacific Peoples health promotion,451607,
451608 Pacific Peoples life course,451608,
451609 Pacific Peoples medicine and treatments,451609,
451610 Pacific Peoples midwifery and paediatrics,451610,
451611 Pacific Peoples mothers and babies health and wellbeing,451611,
451612 Pacific Peoples nursing,451612,
451613 Pacific Peoples psychology,451613,
451614 Pacific Peoples public health and wellbeing,451614,
451615 Pacific Peoples remote health,451615,
451616 Pacific Peoples social determinants of health,451616,
"451617 Pacific Peoples social, cultural, emotional and spiritual wellbeing",451617,
451618 Pacific Peoples sport and physical activity,451618,
451619 Pacific Peoples theory of change models for health,451619,
451620 Pacific Peoples youth and family,451620,
451699 Pacific Peoples health and wellbeing not elsewhere classified,451699,
4517 Pacific Peoples sciences,4517,"This group covers human society, economics, commerce, tourism, community governance and decision making, anthropology, human geography, community-based research, architecture and design, and urban planning related to Pacific Peoples."
451701 Pacific Peoples astronomy and cosmology,451701,
451702 Pacific Peoples biological sciences,451702,
451703 Pacific Peoples computing technology use and design,451703,
451704 Pacific Peoples engineering,451704,
451705 Pacific Peoples genomics,451705,
451706 Pacific Peoples information and knowledge management systems,451706,
451707 Pacific Peoples innovation,451707,
451708 Pacific Peoples knowledge management methods,451708,
"451709 Pacific Peoples mathematical, physical and chemical sciences (excl. astronomy and cosmology)",451709,
451799 Pacific Peoples sciences not elsewhere classified,451799,
4518 Pacific Peoples society and community,4518,"This group covers mathematical, biological, physical, chemical, engineering, and information systems and computing sciences related to Pacific Peoples."
451801 Pacific Peoples and the law,451801,
451802 Pacific Peoples anthropology,451802,
451803 Pacific Peoples architecture,451803,
451804 Pacific Peoples commerce,451804,
451805 Pacific Peoples community and regional development,451805,
451806 Pacific Peoples community governance and decision making,451806,
451807 Pacific Peoples community-based research,451807,
451808 Pacific Peoples criminology,451808,
451809 Pacific Peoples customary law,451809,
451810 Pacific Peoples design practice and management,451810,
451811 Pacific Peoples economics,451811,
451812 Pacific Peoples finance,451812,
451813 Pacific Peoples human geography and demography,451813,
451814 Pacific Peoples legislation,451814,
451815 Pacific Peoples management,451815,
451816 Pacific Peoples marketing,451816,
451817 Pacific Peoples not-for-profit social enterprises,451817,
451818 Pacific Peoples perspectives,451818,
451819 Pacific Peoples political participation and representation,451819,
451820 Pacific Peoples politics,451820,
451821 Pacific Peoples social impact and program evaluation,451821,
451822 Pacific Peoples social work and social justice,451822,
451823 Pacific Peoples sociological studies,451823,
451824 Pacific Peoples sociology,451824,
451825 Pacific Peoples tourism,451825,
451826 Pacific Peoples urban and regional planning,451826,
"451899 Pacific Peoples, society and community not elsewhere classified",451899,
"4519 Other Indigenous data, methodologies and global Indigenous studies",4519,"This group covers Indigenous data, data technologies, Indigenous methodologies and global Indigenous studies."
"451901 Global Indigenous studies culture, language and history",451901,
451902 Global Indigenous studies environmental knowledges and management,451902,
451903 Global Indigenous studies health and wellbeing,451903,
"451904 Global Indigenous studies peoples, society and community",451904,
451905 Global Indigenous studies sciences,451905,
451906 Indigenous data and data technologies,451906,
451907 Indigenous methodologies,451907,
"451999 Other Indigenous data, methodologies and global Indigenous studies not elsewhere classified",451999,
4599 Other Indigenous studies,4599,This group covers other Indigenous studies not elsewhere classified.
459999 Other Indigenous studies not elsewhere classified,459999,
46 Information and computing sciences,46,This division covers information and computing sciences.
4601 Applied computing,4601,This group covers computing techniques specific to particular application domains and also topics which combine techniques from different sub-disciplines of computing.
460101 Applications in arts and humanities,460101,
460102 Applications in health,460102,
460103 Applications in life sciences,460103,
460104 Applications in physical sciences,460104,
460105 Applications in social sciences and education,460105,
460106 Spatial data and applications,460106,
460199 Applied computing not elsewhere classified,460199,
4602 Artificial intelligence,4602,This group covers artificial intelligence other than Machine learning and computer vision.
460201 Artificial life and complex adaptive systems,460201,
460202 Autonomous agents and multiagent systems,460202,
460203 Evolutionary computation,460203,
460204 Fuzzy computation,460204,
460205 Intelligent robotics,460205,
460206 Knowledge representation and reasoning,460206,
460207 Modelling and simulation,460207,
460208 Natural language processing,460208,
460209 Planning and decision making,460209,
460210 Satisfiability and optimisation,460210,
460211 Speech production,460211,
460212 Speech recognition,460212,
460299 Artificial intelligence not elsewhere classified,460299,
4603 Computer vision and multimedia computation,4603,"This group covers computer vision, and methods, systems and technologies for dealing with images, video data, audio and combinations of these."
460301 Active sensing,460301,
460302 Audio processing,460302,
460303 Computational imaging,460303,
460304 Computer vision,460304,
460305 Image and video coding,460305,
460306 Image processing,460306,
460307 Multimodal analysis and synthesis,460307,
460308 Pattern recognition,460308,
460309 Video processing,460309,
460399 Computer vision and multimedia computation not elsewhere classified,460399,
4604 Cybersecurity and privacy,4604,This group covers the technology that supports cybersecurity and privacy.
460401 Cryptography,460401,
460402 Data and information privacy,460402,
460403 Data security and protection,460403,
460404 Digital forensics,460404,
460405 Hardware security,460405,
460406 Software and application security,460406,
460407 System and network security,460407,
460499 Cybersecurity and privacy not elsewhere classified,460499,
4605 Data management and data science,4605,This group covers methods and computing systems for working with data sets.
460501 Data engineering and data science,460501,
460502 Data mining and knowledge discovery,460502,
"460503 Data models, storage and indexing",460503,
460504 Data quality,460504,
460505 Database systems,460505,
"460506 Graph, social and multimedia data",460506,
460507 Information extraction and fusion,460507,
460508 Information retrieval and web search,460508,
460509 Query processing and optimisation,460509,
460510 Recommender systems,460510,
460511 Stream and sensor data,460511,
460599 Data management and data science not elsewhere classified,460599,
4606 Distributed computing and systems software,4606,"This group covers methods and systems for supporting the efficient execution of application software, including those which use multiple computation units."
460601 Cloud computing,460601,
460602 Concurrent/parallel systems and technologies,460602,
460603 Cyberphysical systems and internet of things,460603,
460604 Dependable systems,460604,
460605 Distributed systems and algorithms,460605,
460606 Energy-efficient computing,460606,
460607 High performance computing,460607,
460608 Mobile computing,460608,
460609 Networking and communications,460609,
460610 Operating systems,460610,
460611 Performance evaluation,460611,
460612 Service oriented computing,460612,
460699 Distributed computing and systems software not elsewhere classified,460699,
"4607 Graphics, augmented reality and games",4607,"This group covers algorithms, methods and systems that generate convincing synthetic imagery and sound, amongst other things to allow user interaction in virtual, augmented and simulated environments (including, but not limited to games, online virtual worlds, real-time military, industrial or medical simulators)."
460701 Computer aided design,460701,
460702 Computer graphics,460702,
460703 Entertainment and gaming,460703,
460704 Interactive narrative,460704,
460705 Procedural content generation,460705,
460706 Serious games,460706,
460707 Sound and music computing,460707,
460708 Virtual and mixed reality,460708,
"460799 Graphics, augmented reality and games not elsewhere classified",460799,
4608 Human-centred computing,4608,This group covers methods and technologies which relate to how people and computer systems function together.
460801 Accessible computing,460801,
460802 Affective computing,460802,
460803 Collaborative and social computing,460803,
460804 Computing education,460804,
"460805 Fairness, accountability, transparency, trust and ethics of computer systems",460805,
460806 Human-computer interaction,460806,
460807 Information visualisation,460807,
460808 Mixed initiative and human-in-the-loop,460808,
460809 Pervasive computing,460809,
460810 Social robotics,460810,
460899 Human-centred computing not elsewhere classified,460899,
4609 Information systems,4609,This group covers systems that manage information for organisational purposes.
460901 Business process management,460901,
460902 Decision support and group support systems,460902,
"460903 Information modelling, management and ontologies",460903,
460904 Information security management,460904,
460905 Information systems development methodologies and practice,460905,
460906 Information systems education,460906,
460907 Information systems for sustainable development and the public good,460907,
460908 Information systems organisation and management,460908,
"460909 Information systems philosophy, research methods and theory",460909,
460910 Information systems user experience design and development,460910,
"460911 Inter-organisational, extra-organisational and global information systems",460911,
460912 Knowledge and information management,460912,
460999 Information systems not elsewhere classified,460999,
4610 Library and information studies,4610,This group covers library and information studies.
461001 Digital curation and preservation,461001,
461002 Human information behaviour,461002,
461003 Human information interaction and retrieval,461003,
"461004 Information governance, policy and ethics",461004,
461005 Informetrics,461005,
461006 Library studies,461006,
461007 Open access,461007,
461008 Organisation of information and knowledge resources,461008,
461009 Recordkeeping informatics,461009,
461010 Social and community informatics,461010,
461099 Library and information studies not elsewhere classified,461099,
4611 Machine learning,4611,This group covers machine learning and the techniques used by machine learning.
461101 Adversarial machine learning,461101,
461102 Context learning,461102,
461103 Deep learning,461103,
461104 Neural networks,461104,
461105 Reinforcement learning,461105,
461106 Semi- and unsupervised learning,461106,
461199 Machine learning not elsewhere classified,461199,
4612 Software engineering,4612,This group covers software engineering and technologies and processes associated with the development of computer software.
461201 Automated software engineering,461201,
461202 Empirical software engineering,461202,
461203 Formal methods for software,461203,
461204 Programming languages,461204,
461205 Requirements engineering,461205,
461206 Software architecture,461206,
"461207 Software quality, processes and metrics",461207,
"461208 Software testing, verification and validation",461208,
461299 Software engineering not elsewhere classified,461299,
4613 Theory of computation,4613,This group covers the theory of computation.
"461301 Coding, information theory and compression",461301,
461302 Computational complexity and computability,461302,
461303 Computational logic and formal languages,461303,
461304 Concurrency theory,461304,
461305 Data structures and algorithms,461305,
461306 Numerical computation and mathematical software,461306,
461307 Quantum computation,461307,
461399 Theory of computation not elsewhere classified,461399,
4699 Other information and computing sciences,4699,This group covers other information and computing sciences not elsewhere classified.
469999 Other information and computing sciences not elsewhere classified,469999,
"47 Language, communication and culture",47,"This division covers language, communication and culture"
4701 Communication and media studies,4701,This group covers communication and media studies. It includes the social impacts of marketing and advertising.
470101 Communication studies,470101,
470102 Communication technology and digital media studies,470102,
470103 Environmental communication,470103,
470104 International and development communication,470104,
470105 Journalism studies,470105,
470106 Media industry studies,470106,
470107 Media studies,470107,
"470108 Organisational, interpersonal and intercultural communication",470108,
470199 Communication and media studies not elsewhere classified,470199,
4702 Cultural studies,4702,This group covers cultural studies.
470201 Arts and cultural policy,470201,
470202 Asian cultural studies,470202,
470203 Consumption and everyday life,470203,
470204 Cultural and creative industries,470204,
"470205 Cultural studies of agriculture, food and wine",470205,
470206 Cultural studies of nation and region,470206,
470207 Cultural theory,470207,
"470208 Culture, representation and identity",470208,
470209 Environment and culture,470209,
470210 Globalisation and culture,470210,
470211 Migrant cultural studies,470211,
"470212 Multicultural, intercultural and cross-cultural studies",470212,
470213 Postcolonial studies,470213,
470214 Screen and media culture,470214,
470299 Cultural studies not elsewhere classified,470299,
4703 Language studies,4703,This group covers language studies. It includes comparative language studies and translation and interpretation studies.
470301 African languages,470301,
470302 Central and Eastern European languages (incl. Russian),470302,
470303 Chinese languages,470303,
470304 Comparative language studies,470304,
470305 Early English languages,470305,
470306 English as a second language,470306,
470307 English language,470307,
470308 French language,470308,
470309 German language,470309,
470310 Iberian languages,470310,
470311 Indian languages,470311,
470312 Indonesian languages,470312,
470313 Italian language,470313,
470314 Japanese language,470314,
470315 Korean language,470315,
470316 Latin and classical Greek languages,470316,
470317 Middle Eastern languages,470317,
470318 Other Asian languages (excl. South-East Asian),470318,
470319 Other European languages,470319,
