Label Value,Code,Description
100506 Optical Fibre Communications,100506,
100507 Optical Networks and Systems,100507,
100508 Satellite Communications,100508,
100509 Video Communications,100509,
100510 Wireless Communications,100510,
100599 Communications Technologies not elsewhere classified,100599,
1006 Computer Hardware,1006,
100601 Arithmetic and Logic Structures,100601,
"100602 Input, Output and Data Devices",100602,
100603 Logic Design,100603,
100604 Memory Structures,100604,
100605 Performance Evaluation; Testing and Simulation of Reliability,100605,
100606 Processor Architectures,100606,
100699 Computer Hardware not elsewhere classified,100699,
1007 Nanotechnology,1007,
100701 Environmental Nanotechnology,100701,
100702 Molecular and Organic Electronics,100702,
100703 Nanobiotechnology,100703,
100704 Nanoelectromechanical Systems,100704,
100705 Nanoelectronics,100705,
"100706 Nanofabrication, Growth and Self Assembly",100706,
100707 Nanomanufacturing,100707,
100708 Nanomaterials,100708,
100709 Nanomedicine,100709,
100710 Nanometrology,100710,
100711 Nanophotonics,100711,
100712 Nanoscale Characterisation,100712,
"100713 Nanotoxicology, Health and Safety",100713,
100799 Nanotechnology not elsewhere classified,100799,
1099 Other Technology,1099,
109999 Technology not elsewhere classified,109999,
11 Medical and Health Sciences,11,
1101 Medical Biochemistry and Metabolomics,1101,
110101 Medical Biochemistry: Amino Acids and Metabolites,110101,
110102 Medical Biochemistry: Carbohydrates,110102,
110103 Medical Biochemistry: Inorganic Elements and Compounds,110103,
110104 Medical Biochemistry: Lipids,110104,
110105 Medical Biochemistry: Nucleic Acids,110105,
110106 Medical Biochemistry: Proteins and Peptides (incl. Medical Proteomics),110106,
110107 Metabolic Medicine,110107,
110199 Medical Biochemistry and Metabolomics not elsewhere classified,110199,
1102 Cardiorespiratory Medicine and Haematology,1102,
110201 Cardiology (incl. Cardiovascular Diseases),110201,
110202 Haematology,110202,
110203 Respiratory Diseases,110203,
110299 Cardiorespiratory Medicine and Haematology not elsewhere classified,110299,
1103 Clinical Sciences,1103,
110301 Anaesthesiology,110301,
110302 Clinical Chemistry (diagnostics),110302,
110303 Clinical Microbiology,110303,
110304 Dermatology,110304,
110305 Emergency Medicine,110305,
110306 Endocrinology,110306,
110307 Gastroenterology and Hepatology,110307,
110308 Geriatrics and Gerontology,110308,
110309 Infectious Diseases,110309,
110310 Intensive Care,110310,
110311 Medical Genetics (excl. Cancer Genetics),110311,
110312 Nephrology and Urology,110312,
110313 Nuclear Medicine,110313,
110314 Orthopaedics,110314,
110315 Otorhinolaryngology,110315,
110316 Pathology (excl. Oral Pathology),110316,
110317 Physiotherapy,110317,
110318 Podiatry,110318,
110319 Psychiatry (incl. Psychotherapy),110319,
110320 Radiology and Organ Imaging,110320,
110321 Rehabilitation and Therapy (excl. Physiotherapy),110321,
110322 Rheumatology and Arthritis,110322,
110323 Surgery,110323,
110324 Venereology,110324,
110399 Clinical Sciences not elsewhere classified,110399,
1104 Complementary and Alternative Medicine,1104,
110401 Chiropractic,110401,
110402 Naturopathy,110402,
110403 Traditional Aboriginal and Torres Strait Islander Medicine and Treatments,110403,
110404 Traditional Chinese Medicine and Treatments,110404,
110405 Traditional Maori Medicine and Treatments,110405,
110499 Complementary and Alternative Medicine not elsewhere classified,110499,
1105 Dentistry,1105,
110501 Dental Materials and Equipment,110501,
"110502 Dental Therapeutics, Pharmacology and Toxicology",110502,
110503 Endodontics,110503,
110504 Oral and Maxillofacial Surgery,110504,
110505 Oral Medicine and Pathology,110505,
110506 Orthodontics and Dentofacial Orthopaedics,110506,
110507 Paedodontics,110507,
110508 Periodontics,110508,
110509 Special Needs Dentistry,110509,
110599 Dentistry not elsewhere classified,110599,
1106 Human Movement and Sports Sciences,1106,
110601 Biomechanics,110601,
110602 Exercise Physiology,110602,
110603 Motor Control,110603,
110604 Sports Medicine,110604,
110699 Human Movement and Sports Science not elsewhere classified,110699,
1107 Immunology,1107,
110701 Allergy,110701,
"110702 Applied Immunology (incl. Antibody Engineering, Xenotransplantation and T-cell Therapies)",110702,
110703 Autoimmunity,110703,
110704 Cellular Immunology,110704,
110705 Humoural Immunology and Immunochemistry,110705,
110706 Immunogenetics (incl. Genetic Immunology),110706,
110707 Innate Immunity,110707,
110708 Transplantation Immunology,110708,
110709 Tumour Immunology,110709,
110799 Immunology not elsewhere classified,110799,
1108 Medical Microbiology,1108,
110801 Medical Bacteriology,110801,
110802 Medical Infection Agents (incl. Prions),110802,
110803 Medical Parasitology,110803,
110804 Medical Virology,110804,
110899 Medical Microbiology not elsewhere classified,110899,
1109 Neurosciences,1109,
110901 Autonomic Nervous System,110901,
110902 Cellular Nervous System,110902,
110903 Central Nervous System,110903,
110904 Neurology and Neuromuscular Diseases,110904,
110905 Peripheral Nervous System,110905,
110906 Sensory Systems,110906,
110999 Neurosciences not elsewhere classified,110999,
1110 Nursing,1110,
111001 Aged Care Nursing,111001,
111002 Clinical Nursing: Primary (Preventative),111002,
111003 Clinical Nursing: Secondary (Acute Care),111003,
111004 Clinical Nursing: Tertiary (Rehabilitative),111004,
111005 Mental Health Nursing,111005,
111006 Midwifery,111006,
111099 Nursing not elsewhere classified,111099,
1111 Nutrition and Dietetics,1111,
111101 Clinical and Sports Nutrition,111101,
111102 Dietetics and Nutrigenomics,111102,
111103 Nutritional Physiology,111103,
111104 Public Nutrition Intervention,111104,
111199 Nutrition and Dietetics not elsewhere classified,111199,
1112 Oncology and Carcinogenesis,1112,
111201 Cancer Cell Biology,111201,
111202 Cancer Diagnosis,111202,
111203 Cancer Genetics,111203,
111204 Cancer Therapy (excl. Chemotherapy and Radiation Therapy),111204,
111205 Chemotherapy,111205,
111206 Haematological Tumours,111206,
111207 Molecular Targets,111207,
111208 Radiation Therapy,111208,
111209 Solid Tumours,111209,
111299 Oncology and Carcinogenesis not elsewhere classified,111299,
1113 Opthalmology and Optometry,1113,
111301 Ophthalmology,111301,
111302 Optical Technology,111302,
111303 Vision Science,111303,
111399 Ophthalmology and Optometry not elsewhere classified,111399,
1114 Paediatrics and Reproductive Medicine,1114,
111401 Foetal Development and Medicine,111401,
111402 Obstetrics and Gynaecology,111402,
111403 Paediatrics,111403,
111404 Reproduction,111404,
111499 Paediatrics and Reproductive Medicine not elsewhere classified,111499,
1115 Pharmacology and Pharmaceutical Sciences,1115,
111501 Basic Pharmacology,111501,
111502 Clinical Pharmacology and Therapeutics,111502,
111503 Clinical Pharmacy and Pharmacy Practice,111503,
111504 Pharmaceutical Sciences,111504,
111505 Pharmacogenomics,111505,
111506 Toxicology (incl. Clinical Toxicology),111506,
111599 Pharmacology and Pharmaceutical Sciences not elsewhere classified,111599,
1116 Medical Physiology,1116,
111601 Cell Physiology,111601,
111602 Human Biophysics,111602,
111603 Systems Physiology,111603,
111699 Medical Physiology not elsewhere classified,111699,
1117 Public Health and Health Services,1117,
111701 Aboriginal and Torres Strait Islander Health,111701,
111702 Aged Health Care,111702,
111703 Care for Disabled,111703,
111704 Community Child Health,111704,
111705 Environmental and Occupational Health and Safety,111705,
111706 Epidemiology,111706,
111707 Family Care,111707,
111708 Health and Community Services,111708,
111709 Health Care Administration,111709,
111710 Health Counselling,111710,
111711 Health Information Systems (incl. Surveillance),111711,
111712 Health Promotion,111712,
111713 Maori Health,111713,
111714 Mental Health,111714,
111715 Pacific Peoples Health,111715,
111716 Preventive Medicine,111716,
111717 Primary Health Care,111717,
111718 Residential Client Care,111718,
111799 Public Health and Health Services not elsewhere classified,111799,
1199 Other Medical and Health Sciences,1199,
119999 Medical and Health Sciences not elsewhere classified,119999,
12 Built Environment and Design,12,
1201 Architecture,1201,
120101 Architectural Design,120101,
120102 Architectural Heritage and Conservation,120102,
120103 Architectural History and Theory,120103,
"120104 Architectural Science and Technology (incl. Acoustics, Lighting, Structure and Ecologically Sustainable Design)",120104,
120105 Architecture Management,120105,
120106 Interior Design,120106,
120107 Landscape Architecture,120107,
120199 Architecture not elsewhere classified,120199,
1202 Building,1202,
120201 Building Construction Management and Project Planning,120201,
120202 Building Science and Techniques,120202,
120203 Quantity Surveying,120203,
120299 Building not elsewhere classified,120299,
1203 Design Practice and Management,1203,
120301 Design History and Theory,120301,
120302 Design Innovation,120302,
120303 Design Management and Studio and Professional Practice,120303,
120304 Digital and Interaction Design,120304,
120305 Industrial Design,120305,
120306 Textile and Fashion Design,120306,
120307 Visual Communication Design (incl. Graphic Design),120307,
120399 Design Practice and Management not elsewhere classified,120399,
1204 Engineering Design,1204,
120401 Engineering Design Empirical Studies,120401,
120402 Engineering Design Knowledge,120402,
120403 Engineering Design Methods,120403,
120404 Engineering Systems Design,120404,
120405 Models of Engineering Design,120405,
120499 Engineering Design not elsewhere classified,120499,
1205 Urban and Regional Planning,1205,
120501 Community Planning,120501,
120502 History and Theory of the Built Environment (excl. Architecture),120502,
"120503 Housing Markets, Development, Management",120503,
120504 Land Use and Environmental Planning,120504,
120505 Regional Analysis and Development,120505,
120506 Transport Planning,120506,
120507 Urban Analysis and Development,120507,
120508 Urban Design,120508,
120599 Urban and Regional Planning not elsewhere classified,120599,
1299 Other Built Environment and Design,1299,
129999 Built Environment and Design not elsewhere classified,129999,
13 Education,13,
1301 Education Systems,1301,
130101 Continuing and Community Education,130101,
130102 Early Childhood Education (excl. Maori),130102,
130103 Higher Education,130103,
130104 Kura Kaupapa Maori (Maori Primary Education),130104,
130105 Primary Education (excl. Maori),130105,
130106 Secondary Education,130106,
130107 Te Whariki (Maori Early Childhood Education),130107,
"130108 Technical, Further and Workplace Education",130108,
130199 Education Systems not elsewhere classified,130199,
1302 Curriculum and Pedagogy,1302,
"130201 Creative Arts, Media and Communication Curriculum and Pedagogy",130201,
130202 Curriculum and Pedagogy Theory and Development,130202,
"130203 Economics, Business and Management Curriculum and Pedagogy",130203,
"130204 English and Literacy Curriculum and Pedagogy (excl. LOTE, ESL and TESOL)",130204,
"130205 Humanities and Social Sciences Curriculum and Pedagogy (excl. Economics, Business and Management)",130205,
130206 Kohanga Reo (Maori Language Curriculum and Pedagogy),130206,
"130207 LOTE, ESL and TESOL Curriculum and Pedagogy (excl. Maori)",130207,
130208 Mathematics and Numeracy Curriculum and Pedagogy,130208,
"130209 Medicine, Nursing and Health Curriculum and Pedagogy",130209,
130210 Physical Education and Development Curriculum and Pedagogy,130210,
130211 Religion Curriculum and Pedagogy,130211,
"130212 Science, Technology and Engineering Curriculum and Pedagogy",130212,
130213 Vocational Education and Training Curriculum and Pedagogy,130213,
130299 Curriculum and Pedagogy not elsewhere classified,130299,
1303 Specialist Studies in Education,1303,
130301 Aboriginal and Torres Strait Islander Education,130301,
130302 Comparative and Cross-Cultural Education,130302,
130303 Education Assessment and Evaluation,130303,
"130304 Educational Administration, Management and Leadership",130304,
130305 Educational Counselling,130305,
130306 Educational Technology and Computing,130306,
"130307 Ethnic Education (excl. Aboriginal and Torres Strait Islander, Maori and Pacific Peoples)",130307,
"130308 Gender, Sexuality and Education",130308,
130309 Learning Sciences,130309,
130310 Maori Education (excl. Early Childhood and Primary Education),130310,
130311 Pacific Peoples Education,130311,
130312 Special Education and Disability,130312,
130313 Teacher Education and Professional Development of Educators,130313,
130399 Specialist Studies in Education not elsewhere classified,130399,
1399 Other Education,1399,
139999 Education not elsewhere classified,139999,
14 Economics,14,
1401 Economic Theory,1401,
140101 History of Economic Thought,140101,
140102 Macroeconomic Theory,140102,
140103 Mathematical Economics,140103,
140104 Microeconomic Theory,140104,
140199 Economic Theory not elsewhere classified,140199,
1402 Applied Economics,1402,
140201 Agricultural Economics,140201,
140202 Economic Development and Growth,140202,
140203 Economic History,140203,
140204 Economics of Education,140204,
140205 Environment and Resource Economics,140205,
140206 Experimental Economics,140206,
140207 Financial Economics,140207,
140208 Health Economics,140208,
140209 Industry Economics and Industrial Organisation,140209,
140210 International Economics and International Finance,140210,
140211 Labour Economics,140211,
140212 Macroeconomics (incl. Monetary and Fiscal Theory),140212,
140213 Public Economics- Public Choice,140213,
140214 Public Economics- Publically Provided Goods,140214,
140215 Public Economics- Taxation and Revenue,140215,
140216 Tourism Economics,140216,
140217 Transport Economics,140217,
140218 Urban and Regional Economics,140218,
140219 Welfare Economics,140219,
140299 Applied Economics not elsewhere classified,140299,
1403 Econometrics,1403,
140301 Cross-Sectional Analysis,140301,
140302 Econometric and Statistical Methods,140302,
140303 Economic Models and Forecasting,140303,
140304 Panel Data Analysis,140304,
140305 Time-Series Analysis,140305,
140399 Econometrics not elsewhere classified,140399,
1499 Other Economics,1499,
149901 Comparative Economic Systems,149901,
149902 Ecological Economics,149902,
149903 Heterodox Economics,149903,
149999 Economics not elsewhere classified,149999,
"15 Commerce, Management, Tourism and Services",15,
"1501 Accounting, Auditing and Accountability",1501,
150101 Accounting Theory and Standards,150101,
150102 Auditing and Accountability,150102,
150103 Financial Accounting,150103,
150104 International Accounting,150104,
150105 Management Accounting,150105,
150106 Sustainability Accounting and Reporting,150106,
150107 Taxation Accounting,150107,
"150199 Accounting, Auditing and Accountability not elsewhere classified",150199,
"1502 Banking, Finance and Investment",1502,
150201 Finance,150201,
150202 Financial Econometrics,150202,
150203 Financial Institutions (incl. Banking),150203,
150204 Insurance Studies,150204,
150205 Investment and Risk Management,150205,
"150299 Banking, Finance and Investment not elsewhere classified",150299,
1503 Business and Management,1503,
"150301 Business Information Management (incl. Records, Knowledge and Information Management, and Intelligence)",150301,
150302 Business Information Systems,150302,
150303 Corporate Governance and Stakeholder Engagement,150303,
150304 Entrepreneurship,150304,
150305 Human Resources Management,150305,
150306 Industrial Relations,150306,
150307 Innovation and Technology Management,150307,
150308 International Business,150308,
150309 Logistics and Supply Chain Management,150309,
150310 Organisation and Management Theory,150310,
150311 Organisational Behaviour,150311,
150312 Organisational Planning and Management,150312,
150313 Quality Management,150313,
150314 Small Business Management,150314,
150399 Business and Management not elsewhere classified,150399,
1504 Commercial Services,1504,
150401 Food and Hospitality Services,150401,
150402 Hospitality Management,150402,
150403 Real Estate and Valuation Services,150403,
150404 Sport and Leisure Management,150404,
150499 Commercial Services not elsewhere classified,150499,
1505 Marketing,1505,
150501 Consumer-Oriented Product or Service Development,150501,
150502 Marketing Communications,150502,
150503 Marketing Management (incl. Strategy and Customer Relations),150503,
150504 Marketing Measurement,150504,
150505 Marketing Research Methodology,150505,
150506 Marketing Theory,150506,
150507 Pricing (incl. Consumer Value Estimation),150507,
150599 Marketing not elsewhere classified,150599,
1506 Tourism,1506,
150601 Impacts of Tourism,150601,
150602 Tourism Forecasting,150602,
150603 Tourism Management,150603,
150604 Tourism Marketing,150604,
150605 Tourism Resource Appraisal,150605,
150606 Tourist Behaviour and Visitor Experience,150606,
150699 Tourism not elsewhere classified,150699,
1507 Transportation and Freight Services,1507,
150701 Air Transportation and Freight Services,150701,
150702 Rail Transportation and Freight Services,150702,
150703 Road Transportation and Freight Services,150703,
150799 Transportation and Freight Services not elsewhere classified,150799,
"1599 Other Commerce, Management, Tourism and Services",1599,
"159999 Commerce, Management, Tourism and Services not elsewhere classified",159999,
16 Studies in Human Society,16,
1601 Anthropology,1601,
160101 Anthropology of Development,160101,
160102 Biological (Physical) Anthropology,160102,
160103 Linguistic Anthropology,160103,
160104 Social and Cultural Anthropology,160104,
160199 Anthropology not elsewhere classified,160199,
1602 Criminology,1602,
160201 Causes and Prevention of Crime,160201,
"160202 Correctional Theory, Offender Treatment and Rehabilitation",160202,
160203 Courts and Sentencing,160203,
160204 Criminological Theories,160204,
"160205 Police Administration, Procedures and Practice",160205,
160206 Private Policing and Security Services,160206,
160299 Criminology not elsewhere classified,160299,
1603 Demography,1603,
160301 Family and Household Studies,160301,
160302 Fertility,160302,
160303 Migration,160303,
160304 Mortality,160304,
160305 Population Trends and Policies,160305,
160399 Demography not elsewhere classified,160399,
1604 Human Geography,1604,
160401 Economic Geography,160401,
"160402 Recreation, Leisure and Tourism Geography",160402,
160403 Social and Cultural Geography,160403,
160404 Urban and Regional Studies (excl. Planning),160404,
160499 Human Geography not elsewhere classified,160499,
1605 Policy and Administration,1605,
160501 Aboriginal and Torres Strait Islander Policy,160501,
160502 Arts and Cultural Policy,160502,
160503 Communications and Media Policy,160503,
160504 Crime Policy,160504,
160505 Economic Development Policy,160505,
160506 Education Policy,160506,
160507 Environment Policy,160507,
160508 Health Policy,160508,
160509 Public Administration,160509,
160510 Public Policy,160510,
"160511 Research, Science and Technology Policy",160511,
160512 Social Policy,160512,
160513 Tourism Policy,160513,
160514 Urban Policy,160514,
160599 Policy and Administration not elsewhere classified,160599,
1606 Political Science,1606,
160601 Australian Government and Politics,160601,
160602 Citizenship,160602,
160603 Comparative Government and Politics,160603,
160604 Defence Studies,160604,
160605 Environmental Politics,160605,
160606 Government and Politics of Asia and the Pacific,160606,
160607 International Relations,160607,
160608 New Zealand Government and Politics,160608,
160609 Political Theory and Political Philosophy,160609,
160699 Political Science not elsewhere classified,160699,
1607 Social Work,1607,
160701 Clinical Social Work Practice,160701,
"160702 Counselling, Welfare and Community Services",160702,
160703 Social Program Evaluation,160703,
160799 Social Work not elsewhere classified,160799,
1608 Sociology,1608,
"160801 Applied Sociology, Program Evaluation and Social Impact Assessment",160801,
160802 Environmental Sociology,160802,
160803 Race and Ethnic Relations,160803,
160804 Rural Sociology,160804,
160805 Social Change,160805,
160806 Social Theory,160806,
160807 Sociological Methodology and Research Methods,160807,
160808 Sociology and Social Studies of Science and Technology,160808,
160809 Sociology of Education,160809,
160810 Urban Sociology and Community Studies,160810,
160899 Sociology not elsewhere classified,160899,
1699 Other Studies in Human Society,1699,
169901 Gender Specific Studies,169901,
169902 Studies of Aboriginal and Torres Strait Islander Society,169902,
169903 Studies of Asian Society,169903,
169904 Studies of Maori Society,169904,
169905 Studies of Pacific Peoples' Societies,169905,
169999 Studies in Human Society not elsewhere classified,169999,
17 Psychology and Cognitive Sciences,17,
1701 Psychology,1701,
"170101 Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)",170101,
170102 Developmental Psychology and Ageing,170102,
170103 Educational Psychology,170103,
170104 Forensic Psychology,170104,
170105 Gender Psychology,170105,
"170106 Health, Clinical and Counselling Psychology",170106,
170107 Industrial and Organisational Psychology,170107,
170108 Kaupapa Maori Psychology,170108,
"170109 Personality, Abilities and Assessment",170109,
"170110 Psychological Methodology, Design and Analysis",170110,
170111 Psychology of Religion,170111,
"170112 Sensory Processes, Perception and Performance",170112,
170113 Social and Community Psychology,170113,
170114 Sport and Exercise Psychology,170114,
170199 Psychology not elsewhere classified,170199,
1702 Cognitive Sciences,1702,
"170201 Computer Perception, Memory and Attention",170201,
170202 Decision Making,170202,
170203 Knowledge Representation and Machine Learning,170203,
170204 Linguistic Processes (incl. Speech Production and Comprehension),170204,
170205 Neurocognitive Patterns and Neural Networks,170205,
170299 Cognitive Sciences not elsewhere classified,170299,
1799 Other Psychology and Cognitive Sciences,1799,
179999 Psychology and Cognitive Sciences not elsewhere classified,179999,
18 Law and Legal Studies,18,
1801 Law,1801,
180101 Aboriginal and Torres Strait Islander Law,180101,
180102 Access to Justice,180102,
180103 Administrative Law,180103,
180104 Civil Law and Procedure,180104,
180105 Commercial and Contract Law,180105,
180106 Comparative Law,180106,
180107 Conflict of Laws (Private International Law),180107,
180108 Constitutional Law,180108,
180109 Corporations and Associations Law,180109,
180110 Criminal Law and Procedure,180110,
180111 Environmental and Natural Resources Law,180111,
180112 Equity and Trusts Law,180112,
180113 Family Law,180113,
180114 Human Rights Law,180114,
180115 Intellectual Property Law,180115,
180116 International Law (excl. International Trade Law),180116,
180117 International Trade Law,180117,
180118 Labour Law,180118,
180119 Law and Society,180119,
180120 Legal Institutions (incl. Courts and Justice Systems),180120,
"180121 Legal Practice, Lawyering and the Legal Profession",180121,
"180122 Legal Theory, Jurisprudence and Legal Interpretation",180122,
"180123 Litigation, Adjudication and Dispute Resolution",180123,
180124 Property Law (excl. Intellectual Property Law),180124,
180125 Taxation Law,180125,
180126 Tort Law,180126,
180199 Law not elsewhere classified,180199,
1802 Maori Law,1802,
180201 Nga Tikanga Maori (Maori Customary Law),180201,
180202 Te Maori Whakakaere Rauemi (Maori Resource Law),180202,
180203 Te Tiriti O Waitangi (The Treaty of Waitangi),180203,
180204 Te Ture Whenua (Maori Land Law),180204,
180299 Maori Law not elsewhere classified,180299,
1899 Other Law and Legal Studies,1899,
189999 Law and Legal Studies not elsewhere classified,189999,
19 Studies in Creative Arts and Writing,19,
1901 Art Theory and Criticism,1901,
190101 Art Criticism,190101,
190102 Art History,190102,
190103 Art Theory,190103,
190104 Visual Cultures,190104,
190199 Art Theory and Criticism not elsewhere classified,190199,
"1902 Film, Television and Digital Media",1902,
190201 Cinema Studies,190201,
190202 Computer Gaming and Animation,190202,
190203 Electronic Media Art,190203,
190204 Film and Television,190204,
190205 Interactive Media,190205,
"190299 Film, Television and Digital Media not elsewhere classified",190299,
1903 Journalism and Professional Writing,1903,
190301 Journalism Studies,190301,
190302 Professional Writing,190302,
190303 Technical Writing,190303,
190399 Journalism and Professional Writing not elsewhere classified,190399,
1904 Performing Arts and Creative Writing,1904,
190401 Aboriginal and Torres Strait Islander Performing Arts,190401,
190402 Creative Writing (incl. Playwriting),190402,
190403 Dance,190403,
"190404 Drama, Theatre and Performance Studies",190404,
190405 Maori Performing Arts,190405,
190406 Music Composition,190406,
190407 Music Performance,190407,
190408 Music Therapy,190408,
190409 Musicology and Ethnomusicology,190409,
190410 Pacific Peoples Performing Arts,190410,
190499 Performing Arts and Creative Writing not elsewhere classified,190499,
1905 Visual Arts and Crafts,1905,
190501 Crafts,190501,
190502 Fine Arts (incl. Sculpture and Painting),190502,
190503 Lens-based Practice,190503,
190504 Performance and Installation Art,190504,
190599 Visual Arts and Crafts not elsewhere classified,190599,
1999 Other Studies in Creative Arts and Writing,1999,
199999 Studies in Creative Arts and Writing not elsewhere classified,199999,
"20 Language, Communication and Culture",20,
2001 Communication and Media Studies,2001,
200101 Communication Studies,200101,
200102 Communication Technology and Digital Media Studies,200102,
200103 International and Development Communication,200103,
200104 Media Studies,200104,
"200105 Organisational, Interpersonal and Intercultural Communication",200105,
200199 Communication and Media Studies not elsewhere classified,200199,
2002 Cultural Studies,2002,
200201 Aboriginal and Torres Strait Islander Cultural Studies,200201,
200202 Asian Cultural Studies,200202,
200203 Consumption and Everyday Life,200203,
200204 Cultural Theory,200204,
"200205 Culture, Gender, Sexuality",200205,
200206 Globalisation and Culture,200206,
200207 Maori Cultural Studies,200207,
200208 Migrant Cultural Studies,200208,
"200209 Multicultural, Intercultural and Cross-cultural Studies",200209,
200210 Pacific Cultural Studies,200210,
200211 Postcolonial Studies,200211,
200212 Screen and Media Culture,200212,
200299 Cultural Studies not elsewhere classified,200299,
2003 Language Studies,2003,
200301 Early English Languages,200301,
200302 English Language,200302,
200303 English as a Second Language,200303,
200304 Central and Eastern European Languages (incl. Russian),200304,
200305 Latin and Classical Greek Languages,200305,
200306 French Language,200306,
200307 German Language,200307,
200308 Iberian Languages,200308,
200309 Italian Language,200309,
200310 Other European Languages,200310,
200311 Chinese Languages,200311,
200312 Japanese Language,200312,
200313 Indonesian Languages,200313,
200314 South-East Asian Languages (excl. Indonesian),200314,
200315 Indian Languages,200315,
200316 Korean Language,200316,
200317 Other Asian Languages (excl. South-East Asian),200317,
200318 Middle Eastern Languages,200318,
200319 Aboriginal and Torres Strait Islander Languages,200319,
200320 Pacific Languages,200320,
200321 Te Reo Maori (Maori Language),200321,
200322 Comparative Language Studies,200322,
200323 Translation and Interpretation Studies,200323,
200399 Language Studies not elsewhere classified,200399,
2004 Linguistics,2004,
200401 Applied Linguistics and Educational Linguistics,200401,
200402 Computational Linguistics,200402,
200403 Discourse and Pragmatics,200403,
200404 Laboratory Phonetics and Speech Science,200404,
200405 Language in Culture and Society (Sociolinguistics),200405,
"200406 Language in Time and Space (incl. Historical Linguistics, Dialectology)",200406,
200407 Lexicography,200407,
"200408 Linguistic Structures (incl. Grammar, Phonology, Lexicon, Semantics)",200408,
200499 Linguistics not elsewhere classified,200499,
2005 Literary Studies,2005,
200501 Aboriginal and Torres Strait Islander Literature,200501,
200502 Australian Literature (excl. Aboriginal and Torres Strait Islander Literature),200502,
200503 British and Irish Literature,200503,
200504 Maori Literature,200504,
200505 New Zealand Literature (excl. Maori Literature),200505,
200506 North American Literature,200506,
200507 Pacific Literature,200507,
200508 Other Literatures in English,200508,
200509 Central and Eastern European Literature (incl. Russian),200509,
200510 Latin and Classical Greek Literature,200510,
200511 Literature in French,200511,
200512 Literature in German,200512,
200513 Literature in Italian,200513,
200514 Literature in Spanish and Portuguese,200514,
200515 Other European Literature,200515,
200516 Indonesian Literature,200516,
200517 Literature in Chinese,200517,
200518 Literature in Japanese,200518,
200519 South-East Asian Literature (excl. Indonesian),200519,
200520 Indian Literature,200520,
200521 Korean Literature,200521,
200522 Other Asian Literature (excl. South-East Asian),200522,
200523 Middle Eastern Literature,200523,
200524 Comparative Literature Studies,200524,
200525 Literary Theory,200525,
200526 Stylistics and Textual Analysis,200526,
200599 Literary Studies not elsewhere classified,200599,
"2099 Other Language, Communication and Culture",2099,
"209999 Language, Communication and Culture not elsewhere classified",209999,
21 History and Archaeology,21,
2101 Archaeology,2101,
210101 Aboriginal and Torres Strait Islander Archaeology,210101,
210102 Archaeological Science,210102,
"210103 Archaeology of Asia, Africa and the Americas",210103,
210104 Archaeology of Australia (excl. Aboriginal and Torres Strait Islander),210104,
"210105 Archaeology of Europe, the Mediterranean and the Levant",210105,
210106 Archaeology of New Guinea and Pacific Islands (excl. New Zealand),210106,
210107 Archaeology of New Zealand (excl. Maori),210107,
210108 Historical Archaeology (incl. Industrial Archaeology),210108,
210109 Maori Archaeology,210109,
210110 Maritime Archaeology,210110,
210199 Archaeology not elsewhere classified,210199,
2102 Curatorial and Related Studies,2102,
"210201 Archival, Repository and Related Studies",210201,
210202 Heritage and Cultural Conservation,210202,
210203 Materials Conservation,210203,
210204 Museum Studies,210204,
210299 Curatorial and Related Studies not elsewhere classified,210299,
2103 Historical Studies,2103,
210301 Aboriginal and Torres Strait Islander History,210301,
210302 Asian History,210302,
210303 Australian History (excl. Aboriginal and Torres Strait Islander History),210303,
210304 Biography,210304,
210305 British History,210305,
210306 Classical Greek and Roman History,210306,
"210307 European History (excl. British, Classical Greek and Roman)",210307,
210308 Latin American History,210308,
210309 Maori History,210309,
210310 Middle Eastern and African History,210310,
210311 New Zealand History,210311,
210312 North American History,210312,
210313 Pacific History (excl. New Zealand and Maori),210313,
210399 Historical Studies not elsewhere classified,210399,
2199 Other History and Archaeology,2199,
219999 History and Archaeology not elsewhere classified,219999,
22 Philosophy and Religious Studies,22,
2201 Applied Ethics,2201,
220101 Bioethics (human and animal),220101,
220102 Business Ethics,220102,
"220103 Ethical Use of New Technology (e.g. Nanotechnology, Biotechnology)",220103,
220104 Human Rights and Justice Issues,220104,
220105 Legal Ethics,220105,
220106 Medical Ethics,220106,
220107 Professional Ethics (incl. police and research ethics),220107,
220199 Applied Ethics not elsewhere classified,220199,
2202 History and Philosophy of Specific Fields,2202,
220201 Business and Labour History,220201,
220202 History and Philosophy of Education,220202,
220203 History and Philosophy of Engineering and Technology,220203,
220204 History and Philosophy of Law and Justice,220204,
220205 History and Philosophy of Medicine,220205,
220206 History and Philosophy of Science (incl. Non-historical Philosophy of Science),220206,
220207 History and Philosophy of the Humanities,220207,
220208 History and Philosophy of the Social Sciences,220208,
220209 History of Ideas,220209,
220210 History of Philosophy,220210,
220299 History and Philosophy of Specific Fields not elsewhere classified,220299,
2203 Philosophy,2203,
220301 Aesthetics,220301,
220302 Decision Theory,220302,
220303 Environmental Philosophy,220303,
220304 Epistemology,220304,
220305 Ethical Theory,220305,
220306 Feminist Theory,220306,
220307 Hermeneutic and Critical Theory,220307,
220308 Logic,220308,
220309 Metaphysics,220309,
220310 Phenomenology,220310,
