Label Value,Code,Description
950104 The Creative Arts (incl. Graphics and Craft),950104,
950105 The Performing Arts (incl. Theatre and Dance),950105,
950199 Arts and Leisure not elsewhere classified,950199,
950201 Communication Across Languages and Culture,950201,
950202 Languages and Literacy,950202,
950203 Languages and Literature,950203,
950204 The Media,950204,
950205 Visual Communication,950205,
950299 Communication not elsewhere classified,950299,
950301 Āhuatanga Māori (Māori Tradition),950301,
950302 Conserving Aboriginal and Torres Strait Islander Heritage,950302,
950303 Conserving Collections and Movable Cultural Heritage,950303,
950304 Conserving Intangible Cultural Heritage,950304,
950305 Conserving Natural Heritage,950305,
950306 Conserving Pacific Peoples Heritage,950306,
950307 Conserving the Historic Environment,950307,
950308 Mātauranga Māori (Māori Knowledge),950308,
950309 Taonga (Māori Artefacts),950309,
950310 Tikanga Māori (Māori Customary Practices) ,950310,
950311 Wahi Taonga (Māori Places of Significance),950311,
950399 Heritage not elsewhere classified,950399,
950401 Bioethics,950401,
950402 Business Ethics,950402,
950403 Environmental Ethics,950403,
950404 Religion and Society,950404,
950405 Religious Structures and Ritual,950405,
950406 Religious Traditions (excl. Structures and Rituals),950406,
950407 Social Ethics,950407,
950408 Technological Ethics,950408,
950409 Workplace and Organisational Ethics,950409,
950499 Religion and Ethics not elsewhere classified,950499,
950501 Understanding Africa's Past,950501,
950502 Understanding Asia's Past,950502,
950503 Understanding Australia's Past,950503,
950504 Understanding Europe's Past,950504,
950505 Understanding New Zealand's Past,950505,
950506 Understanding the Past of the Americas,950506,
950599 Understanding Past Societies not elsewhere classified,950599,
959999 Cultural Understanding not elsewhere classified,959999,
960101 Antarctic and Sub-Antarctic Air Quality,960101,
960102 Coastal and Estuarine Air Quality,960102,
"960103 Farmland, Arable Cropland and Permanent Cropland Air Quality",960103,
960104 Marine Air Quality,960104,
960105 Mining Air Quality,960105,
960106 Urban and Industrial Air Quality,960106,
960199 Air Quality not elsewhere classified,960199,
960201 Atmospheric Composition (incl. Greenhouse Gas Inventory),960201,
960202 Atmospheric Processes and Dynamics,960202,
960203 Weather,960203,
960299 Atmosphere and Weather not elsewhere classified,960299,
960301 Climate Change Adaptation Measures,960301,
960302 Climate Change Mitigation Strategies,960302,
960303 Climate Change Models,960303,
960304 Climate Variability (excl. Social Impacts),960304,
960305 Ecosystem Adaptation to Climate Change,960305,
960306 Effects of Climate Change and Variability on Antarctic and Sub-Antarctic Environments (excl. Social Impacts),960306,
960307 Effects of Climate Change and Variability on Australia (excl. Social Impacts),960307,
960308 Effects of Climate Change and Variability on New Zealand (excl. Social Impacts),960308,
960309 Effects of Climate Change and Variability on the South Pacific (excl. Australia and New Zealand) (excl. Social Impacts),960309,
"960310 Global Effects of Climate Change and Variability (excl. Australia, New Zealand, Antarctica and the South Pacific) (excl. Social Impacts)",960310,
960311 Social Impacts of Climate Change and Variability,960311,
960399 Climate and Climate Change not elsewhere classified,960399,
960401 Border Biosecurity (incl. Quarantine and Inspection),960401,
"960402 Control of Animal Pests, Diseases and Exotic Species in Coastal and Estuarine Environments",960402,
"960403 Control of Animal Pests, Diseases and Exotic Species in Farmland, Arable Cropland and Permanent Cropland Environments",960403,
"960404 Control of Animal Pests, Diseases and Exotic Species in Forest and Woodlands Environments",960404,
"960405 Control of Pests, Diseases and Exotic Species at Regional or Larger Scales",960405,
"960406 Control of Pests, Diseases and Exotic Species in Fresh, Ground and Surface Water Environments",960406,
"960407 Control of Pests, Diseases and Exotic Species in Marine Environments",960407,
"960408 Control of Pests, Diseases and Exotic Species in Mining Environments",960408,
"960409 Control of Pests, Diseases and Exotic Species in Mountain and High Country Environments",960409,
"960410 Control of Pests, Diseases and Exotic Species in Sparseland, Permanent Grassland and Arid Zone Environments",960410,
"960411 Control of Pests, Diseases and Exotic Species in Urban and Industrial Environments",960411,
"960412 Control of Plant Pests, Diseases and Exotic Species in Coastal and Estuarine Environments",960412,
"960413 Control of Plant Pests, Diseases and Exotic Species in Farmland, Arable Cropland and Permanent Cropland Environments",960413,
"960414 Control of Plant Pests, Diseases and Exotic Species in Forest and Woodlands Environments",960414,
960415 Pre-Border Biosecurity,960415,
"960499 Control of Pests, Diseases and Exotic Species not elsewhere classified",960499,
960501 Ecosystem Assessment and Management at Regional or Larger Scales,960501,
960502 Ecosystem Assessment and Management of Antarctic and Sub-Antarctic Environments,960502,
960503 Ecosystem Assessment and Management of Coastal and Estuarine Environments,960503,
"960504 Ecosystem Assessment and Management of Farmland, Arable Cropland and Permanent Cropland Environments",960504,
960505 Ecosystem Assessment and Management of Forest and Woodlands Environments,960505,
"960506 Ecosystem Assessment and Management of Fresh, Ground and Surface Water Environments",960506,
960507 Ecosystem Assessment and Management of Marine Environments,960507,
960508 Ecosystem Assessment and Management of Mining Environments,960508,
960509 Ecosystem Assessment and Management of Mountain and High Country Environments,960509,
"960510 Ecosystem Assessment and Management of Sparseland, Permanent Grassland and Arid Zone Environments",960510,
960511 Ecosystem Assessment and Management of Urban and Industrial Environments,960511,
960599 Ecosystem Assessment and Management not elsewhere classified,960599,
960601 Economic Incentives for Environmental Protection,960601,
960602 Eco-Verification (excl. Environmental Lifecycle Assessment),960602,
960603 Environmental Lifecycle Assessment,960603,
960604 Environmental Management Systems,960604,
960605 Institutional Arrangements for Environmental Protection,960605,
960606 Rights to Environmental and Natural Resources (excl. Water Allocation),960606,
960607 Rural Land Evaluation,960607,
960608 Rural Water Evaluation (incl. Water Quality),960608,
960609 Sustainability Indicators,960609,
960610 Urban Land Evaluation,960610,
960611 Urban Water Evaluation (incl. Water Quality),960611,
960699 Environmental and Natural Resource Evaluation not elsewhere classified,960699,
960701 Coastal and Marine Management Policy,960701,
"960702 Consumption Patterns, Population Issues and the Environment",960702,
960703 Environmental Education and Awareness,960703,
960704 Land Stewardship,960704,
960705 Rural Land Policy,960705,
960706 Rural Water Policy,960706,
960707 Trade and Environment,960707,
960708 Urban Land Policy,960708,
960709 Urban Water Policy,960709,
"960799 Environmental Policy, Legislation and Standards not elsewhere classified",960799,
"960801 Antarctic and Sub-Antarctic Flora, Fauna and Biodiversity",960801,
"960802 Coastal and Estuarine Flora, Fauna and Biodiversity",960802,
960803 Documentation of Undescribed Flora and Fauna,960803,
"960804 Farmland, Arable Cropland and Permanent Cropland Flora, Fauna and Biodiversity",960804,
"960805 Flora, Fauna and Biodiversity at Regional or Larger Scales",960805,
"960806 Forest and Woodlands Flora, Fauna and Biodiversity",960806,
"960807 Fresh, Ground and Surface Water Flora, Fauna and Biodiversity",960807,
"960808 Marine Flora, Fauna and Biodiversity",960808,
"960809 Mining Flora, Fauna and Biodiversity",960809,
"960810 Mountain and High Country Flora, Fauna and Biodiversity",960810,
"960811 Sparseland, Permanent Grassland and Arid Zone Flora, Fauna and Biodiversity",960811,
"960812 Urban and Industrial Flora, Fauna and Biodiversity",960812,
"960899 Flora, Fauna and Biodiversity of environments not elsewhere classified",960899,
960901 Antarctic and Sub-Antarctic Land and Water Management,960901,
960902 Coastal and Estuarine Land Management,960902,
960903 Coastal and Estuarine Water Management,960903,
"960904 Farmland, Arable Cropland and Permanent Cropland Land Management",960904,
"960905 Farmland, Arable Cropland and Permanent Cropland Water Management",960905,
960906 Forest and Woodlands Land Management,960906,
960907 Forest and Woodlands Water Management,960907,
960908 Mining Land and Water Management,960908,
960909 Mountain and High Country Land and Water Management,960909,
"960910 Sparseland, Permanent Grassland and Arid Zone Land and Water Management",960910,
960911 Urban and Industrial Land Management,960911,
960912 Urban and Industrial Water Management,960912,
960913 Water Allocation and Quantification,960913,
960999 Land and Water Management of environments not elsewhere classified,960999,
961001 Natural Hazards in Antarctic and Sub-Antarctic Environments,961001,
961002 Natural Hazards in Coastal and Estuarine Environments,961002,
"961003 Natural Hazards in Farmland, Arable Cropland and Permanent Cropland Environments",961003,
961004 Natural Hazards in Forest and Woodlands Environments,961004,
"961005 Natural Hazards in Fresh, Ground and Surface Water Environments",961005,
961006 Natural Hazards in Marine Environments,961006,
961007 Natural Hazards in Mining Environments,961007,
961008 Natural Hazards in Mountain and High Country Environments,961008,
"961009 Natural Hazards in Sparseland, Permanent Grassland and Arid Zone Environments",961009,
961010 Natural Hazards in Urban and Industrial Environments,961010,
961099 Natural Hazards not elsewhere classified,961099,
961101 Physical and Chemical Conditions of Water for Urban and Industrial Use,961101,
961102 Physical and Chemical Conditions of Water in Coastal and Estuarine Environments,961102,
"961103 Physical and Chemical Conditions of Water in Fresh, Ground and Surface Water Environments (excl. Urban and Industrial Use)",961103,
961104 Physical and Chemical Conditions of Water in Marine Environments,961104,
961199 Physical and Chemical Conditions of Water not elsewhere classified,961199,
961201 Rehabilitation of Degraded Coastal and Estuarine Environments,961201,
"961202 Rehabilitation of Degraded Farmland, Arable Cropland and Permanent Cropland Environments",961202,
961203 Rehabilitation of Degraded Forest and Woodlands Environments,961203,
"961204 Rehabilitation of Degraded Fresh, Ground and Surface Water Environments",961204,
961205 Rehabilitation of Degraded Mining Environments,961205,
961206 Rehabilitation of Degraded Mountain and High Country Environments,961206,
"961207 Rehabilitation of Degraded Sparseland, Permanent Grassland and Arid Zone Environments",961207,
961208 Rehabilitation of Degraded Urban and Industrial Environments,961208,
961299 Rehabilitation of Degraded Environments not elsewhere classified,961299,
961301 Protected Conservation Areas in Antarctic and Sub-Antarctic Environments,961301,
"961302 Protected Conservation Areas in Fresh, Ground and Surface Water Environments",961302,
961303 Protected Conservation Areas in Marine Environments,961303,
961304 Remnant Vegetation and Protected Conservation Areas in Coastal and Estuarine Environments,961304,
"961305 Remnant Vegetation and Protected Conservation Areas in Farmland, Arable Cropland and Permanent Cropland Environments",961305,
961306 Remnant Vegetation and Protected Conservation Areas in Forest and Woodlands Environments,961306,
961307 Remnant Vegetation and Protected Conservation Areas in Mountain and High Country Environments,961307,
961308 Remnant Vegetation and Protected Conservation Areas at Regional or Larger Scales,961308,
"961309 Remnant Vegetation and Protected Conservation Areas in Sparseland, Permanent Grassland and Arid Zone Environments",961309,
961310 Remnant Vegetation and Protected Conservation Areas in Urban and Industrial Environments,961310,
961399 Remnant Vegetation and Protected Conservation Areas not elsewhere classified,961399,
961401 Coastal and Estuarine Soils,961401,
"961402 Farmland, Arable Cropland and Permanent Cropland Soils",961402,
961403 Forest and Woodlands Soils,961403,
961404 Mining Soils,961404,
961405 Mountain and High Country Soils,961405,
"961406 Sparseland, Permanent Grassland and Arid Zone Soils",961406,
961407 Urban and Industrial Soils,961407,
961499 Soils not elsewhere classified,961499,
969901 Antarctic and Sub-Antarctic Oceanography,969901,
969902 Marine Oceanic Processes (excl. climate related),969902,
969999 Environment not elsewhere classified,969999,
970101 Expanding Knowledge in the Mathematical Sciences,970101,
970102 Expanding Knowledge in the Physical Sciences,970102,
970103 Expanding Knowledge in the Chemical Sciences,970103,
970104 Expanding Knowledge in the Earth Sciences,970104,
970105 Expanding Knowledge in the Environmental Sciences,970105,
970106 Expanding Knowledge in the Biological Sciences,970106,
970107 Expanding Knowledge in the Agricultural and Veterinary Sciences,970107,
970108 Expanding Knowledge in the Information and Computing Sciences,970108,
970109 Expanding Knowledge in Engineering,970109,
970110 Expanding Knowledge in Technology,970110,
970111 Expanding Knowledge in the Medical and Health Sciences,970111,
970112 Expanding Knowledge in Built Environment and Design,970112,
970113 Expanding Knowledge in Education,970113,
970114 Expanding Knowledge in Economics,970114,
"970115 Expanding Knowledge in Commerce, Management, Tourism and Services",970115,
970116 Expanding Knowledge through Studies of Human Society,970116,
970117 Expanding Knowledge in Psychology and Cognitive Sciences,970117,
970118 Expanding Knowledge in Law and Legal Studies,970118,
970119 Expanding Knowledge through Studies of the Creative Arts and Writing,970119,
"970120 Expanding Knowledge in Language, Communication and Culture",970120,
970121 Expanding Knowledge in History and Archaeology,970121,
970122 Expanding Knowledge in Philosophy and Religious Studies,970122,
